archivo,id_interaccion,agente,duracion_seg,duracion_min,rango_duracion,fecha,es_dia_promo,motivo_principal,motivos_detectados,tiene_saludo,tiene_identificacion,tiene_cierre_correcto,despedida_abrupta,score_calidad,planes_ofrecidos,cantidad_planes,primer_plan,ofrece_fibra,ofrece_equipo,menciona_promo,objeciones,cantidad_objeciones,manejo_objeciones,competencia,sentimiento,tiene_queja,queja_resuelta,resultado,es_venta,es_continuacion,es_rechazo,hay_transferencia,hay_escalacion,es_retencion,cross_sell,turnos_agente,turnos_cliente,total_turnos
amza10_1_260112105813064_ACD_11829_transcripcion.json,260112105813064_ACD_11829,MZA 10,150,2.5,1-3 min,12/01,False,no_identificado,,False,False,False,False,25,4gb,1,4gb,False,False,False,,0,,claro,positivo,False,False,continuacion,False,True,False,False,False,False,,5,9,14
amza10_1_260112112314238_ACD_07481_transcripcion.json,260112112314238_ACD_07481,MZA 10,88,1.5,1-3 min,12/01,False,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,0,3,3
amza10_1_260112112840086_ACD_26699_transcripcion.json,260112112840086_ACD_26699,MZA 10,123,2.0,1-3 min,12/01,False,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,3,7,10
amza10_1_260112114049754_ACD_71329_transcripcion.json,260112114049754_ACD_71329,MZA 10,131,2.2,1-3 min,12/01,False,no_identificado,,True,False,False,False,50,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,3,7,10
amza10_1_260112115127682_ACD_09577_transcripcion.json,260112115127682_ACD_09577,MZA 10,92,1.5,1-3 min,12/01,False,no_identificado,,True,False,False,False,50,8gb,1,8gb,False,False,False,"precio_alto, consultar",2,,claro,positivo,True,False,queja_no_resuelta,False,False,False,True,False,False,,3,5,8
amza10_1_260112115607268_ACD_24495_transcripcion.json,260112115607268_ACD_24495,MZA 10,271,4.5,3-5 min,12/01,False,problema_servicio,problema_servicio,True,False,False,True,25,,0,,True,False,False,,0,empatia,claro,positivo,False,False,continuacion,False,True,False,False,False,False,,15,9,24
amza10_1_260112120909164_ACD_59101_transcripcion.json,260112120909164_ACD_59101,MZA 10,170,2.8,1-3 min,12/01,False,no_identificado,,True,False,False,False,50,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,7,8,15
amza10_1_260112121421799_ACD_76031_transcripcion.json,260112121421799_ACD_76031,MZA 10,349,5.8,5-8 min,12/01,False,no_identificado,,False,False,True,False,50,4gb,1,4gb,True,False,True,,0,,"claro, otra_empresa",positivo,False,False,continuacion,False,True,False,False,False,False,,14,14,28
amza10_1_260112125120917_ACD_33367_transcripcion.json,260112125120917_ACD_33367,MZA 10,61,1.0,1-3 min,12/01,False,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,3,6,9
amza10_1_260112130112049_ACD_65005_transcripcion.json,260112130112049_ACD_65005,MZA 10,122,2.0,1-3 min,12/01,False,no_identificado,,True,False,False,False,50,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,4,9,13
amza10_1_260112131226331_ACD_99649_transcripcion.json,260112131226331_ACD_99649,MZA 10,86,1.4,1-3 min,12/01,False,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,0,3,3
amza10_1_260112132239063_ACD_31987_transcripcion.json,260112132239063_ACD_31987,MZA 10,109,1.8,1-3 min,12/01,False,no_identificado,,True,False,False,False,50,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,4,9,13
amza10_1_260112133506702_ACD_74055_transcripcion.json,260112133506702_ACD_74055,MZA 10,79,1.3,1-3 min,12/01,False,no_identificado,,True,False,False,False,50,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,3,5,8
amza10_1_260112133943696_ACD_89513_transcripcion.json,260112133943696_ACD_89513,MZA 10,163,2.7,1-3 min,12/01,False,no_identificado,,True,False,True,False,75,,0,,False,False,False,,0,,"claro, otra_empresa",positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,13,12,25
amza10_1_260112140148341_ACD_61925_transcripcion.json,260112140148341_ACD_61925,MZA 10,87,1.4,1-3 min,12/01,False,no_identificado,,True,False,False,False,50,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,3,7,10
amza10_1_260112141548818_ACD_13601_transcripcion.json,260112141548818_ACD_13601,MZA 10,258,4.3,3-5 min,12/01,False,no_identificado,,True,False,False,False,50,4gb,1,4gb,False,False,False,,0,beneficios,"claro, otra_empresa",positivo,False,False,sin_cierre_claro,False,False,False,True,False,False,,19,15,34
amza10_1_260112144017950_ACD_90903_transcripcion.json,260112144017950_ACD_90903,MZA 10,79,1.3,1-3 min,12/01,False,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,8,4,12
amza10_1_260112144239492_ACD_97063_transcripcion.json,260112144239492_ACD_97063,MZA 10,100,1.7,1-3 min,12/01,False,no_identificado,,True,False,False,False,50,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,3,4,7
amza10_1_260112145707642_ACD_39033_transcripcion.json,260112145707642_ACD_39033,MZA 10,117,1.9,1-3 min,12/01,False,no_identificado,,False,False,False,False,25,,0,,False,False,False,sin_interes,1,beneficios,claro,positivo,False,False,rechazo,False,False,True,False,False,False,,2,11,13
amza10_1_260112150057293_ACD_46891_transcripcion.json,260112150057293_ACD_46891,MZA 10,64,1.1,1-3 min,12/01,False,no_identificado,,False,False,False,True,0,,0,,False,False,False,,0,,"claro, personal",positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,4,6,10
amza10_1_260114104132281_ACD_56261_transcripcion.json,260114104132281_ACD_56261,MZA 10,77,1.3,1-3 min,14/01,True,no_identificado,,True,False,False,False,50,,0,,False,False,False,,0,,"claro, otra_empresa",positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,1,4,5
amza10_1_260114105504419_ACD_95765_transcripcion.json,260114105504419_ACD_95765,MZA 10,80,1.3,1-3 min,14/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,personal,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,1,6,7
amza10_1_260114110231154_ACD_16535_transcripcion.json,260114110231154_ACD_16535,MZA 10,1495,24.9,> 8 min,14/01,True,no_identificado,,False,False,False,False,25,"4gb, 8gb",2,4gb,False,False,True,,0,,"claro, personal, otra_empresa",positivo,False,False,continuacion,False,True,False,False,False,False,linea_adicional,36,52,88
amza10_1_260114113207406_ACD_04095_transcripcion.json,260114113207406_ACD_04095,MZA 10,63,1.1,1-3 min,14/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,3,7,10
amza10_1_260114113419927_ACD_11387_transcripcion.json,260114113419927_ACD_11387,MZA 10,73,1.2,1-3 min,14/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,rechazo,False,False,True,False,False,False,,3,4,7
amza10_1_260114120155179_ACD_86449_transcripcion.json,260114120155179_ACD_86449,MZA 10,589,9.8,> 8 min,14/01,True,no_identificado,,False,False,False,False,25,,0,,True,False,False,,0,,claro,mixto,False,False,continuacion,False,True,False,False,False,False,,16,34,50
amza10_1_260114121521966_ACD_15491_transcripcion.json,260114121521966_ACD_15491,MZA 10,184,3.1,3-5 min,14/01,True,no_identificado,,False,False,False,False,25,,0,,True,False,True,sin_interes,1,,"claro, personal, otra_empresa",positivo,False,False,continuacion,False,True,True,True,False,False,,10,19,29
amza10_1_260114124944985_ACD_54951_transcripcion.json,260114124944985_ACD_54951,MZA 10,143,2.4,1-3 min,14/01,True,no_identificado,,False,False,False,False,25,4gb,1,4gb,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,2,5,7
amza10_1_260114125353919_ACD_64431_transcripcion.json,260114125353919_ACD_64431,MZA 10,153,2.5,1-3 min,14/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,beneficios,"claro, otra_empresa",positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,linea_adicional,15,8,23
amza10_1_260114132611052_ACD_63313_transcripcion.json,260114132611052_ACD_63313,MZA 10,272,4.5,3-5 min,14/01,True,no_identificado,,False,False,False,True,0,,0,,True,False,False,precio_alto,1,,claro,positivo,False,False,continuacion,False,True,False,False,False,False,,14,12,26
amza10_1_260114134139941_ACD_07759_transcripcion.json,260114134139941_ACD_07759,MZA 10,75,1.2,1-3 min,14/01,True,no_identificado,,False,False,False,True,0,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,2,4,6
amza10_1_260114140315713_ACD_70985_transcripcion.json,260114140315713_ACD_70985,MZA 10,82,1.4,1-3 min,14/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,3,2,5
amza10_1_260114142052229_ACD_23969_transcripcion.json,260114142052229_ACD_23969,MZA 10,798,13.3,> 8 min,14/01,True,no_identificado,,False,False,True,False,50,4gb,1,4gb,False,False,True,,0,beneficios,"claro, otra_empresa",positivo,False,False,continuacion,False,True,False,False,False,True,,28,33,61
amza10_1_260115103249990_ACD_17399_transcripcion.json,260115103249990_ACD_17399,MZA 10,101,1.7,1-3 min,15/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,0,9,9
amza10_1_260115103601722_MIT_01999_transcripcion.json,260115103601722_MIT_01999,MZA 10,537,8.9,> 8 min,15/01,True,no_identificado,,False,False,False,False,25,,0,,True,True,True,precio_alto,1,beneficios,"claro, personal, otra_empresa",mixto,True,False,queja_no_resuelta,False,False,False,False,False,False,,27,20,47
amza10_1_260115105611773_ACD_82303_transcripcion.json,260115105611773_ACD_82303,MZA 10,671,11.2,> 8 min,15/01,True,no_identificado,,True,False,False,False,50,,0,,False,False,False,,0,,"claro, personal, otra_empresa",positivo,False,False,continuacion,False,True,False,False,False,False,linea_adicional,22,34,56
amza10_1_260115111338633_ACD_42427_transcripcion.json,260115111338633_ACD_42427,MZA 10,176,2.9,1-3 min,15/01,True,no_identificado,,True,False,False,False,50,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,8,11,19
amza10_1_260115111700397_ACD_54205_transcripcion.json,260115111700397_ACD_54205,MZA 10,88,1.5,1-3 min,15/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,sin_interes,1,,,mixto,False,False,rechazo,False,False,True,False,False,False,,0,3,3
amza10_1_260115112256183_ACD_74349_transcripcion.json,260115112256183_ACD_74349,MZA 10,60,1.0,1-3 min,15/01,True,no_identificado,,True,False,False,False,50,,0,,False,False,False,,0,,,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,2,5,7
amza10_1_260115113354341_ACD_11239_transcripcion.json,260115113354341_ACD_11239,MZA 10,293,4.9,3-5 min,15/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,7,22,29
amza10_1_260115114837561_ACD_64753_transcripcion.json,260115114837561_ACD_64753,MZA 10,68,1.1,1-3 min,15/01,True,no_identificado,,True,False,False,False,50,,0,,False,False,False,,0,,claro,mixto,True,False,queja_no_resuelta,False,False,False,False,False,False,,2,5,7
amza10_1_260115120051155_ACD_03227_transcripcion.json,260115120051155_ACD_03227,MZA 10,111,1.9,1-3 min,15/01,True,consulta_general,consulta_general,False,False,False,False,25,,0,,True,False,False,sin_interes,1,,claro,positivo,False,False,rechazo,False,False,True,False,False,False,,4,8,12
amza10_1_260115120408920_ACD_11749_transcripcion.json,260115120408920_ACD_11749,MZA 10,123,2.0,1-3 min,15/01,True,reclamo_factura,reclamo_factura,False,False,False,False,25,,0,,False,False,False,precio_alto,1,,claro,positivo,True,False,rechazo,False,False,True,False,False,False,,3,9,12
amza10_1_260115121741827_ACD_49231_transcripcion.json,260115121741827_ACD_49231,MZA 10,66,1.1,1-3 min,15/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,beneficios,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,4,3,7
amza10_1_260115122005363_ACD_56613_transcripcion.json,260115122005363_ACD_56613,MZA 10,111,1.9,1-3 min,15/01,True,no_identificado,,False,False,False,False,25,8gb,1,8gb,False,False,False,consultar,1,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,4,6,10
amza10_1_260115124501544_ACD_80611_transcripcion.json,260115124501544_ACD_80611,MZA 10,94,1.6,1-3 min,15/01,True,problema_servicio,problema_servicio,True,False,False,False,50,,0,,False,False,False,,0,,claro,mixto,False,False,sin_cierre_claro,False,False,False,False,False,False,,5,6,11
amza10_1_260115125545972_ACD_07403_transcripcion.json,260115125545972_ACD_07403,MZA 10,79,1.3,1-3 min,15/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,1,5,6
amza10_1_260115130434697_ACD_36343_transcripcion.json,260115130434697_ACD_36343,MZA 10,72,1.2,1-3 min,15/01,True,no_identificado,,True,False,False,False,50,,0,,False,False,False,sin_interes,1,,,positivo,False,False,rechazo,False,False,True,False,False,False,,3,8,11
amza10_1_260115131253660_MIT_01998_transcripcion.json,260115131253660_MIT_01998,MZA 10,163,2.7,1-3 min,15/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,3,4,7
amza10_1_260115131730362_ACD_75707_transcripcion.json,260115131730362_ACD_75707,MZA 10,63,1.1,1-3 min,15/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,1,5,6
amza10_1_260115132247109_ACD_90665_transcripcion.json,260115132247109_ACD_90665,MZA 10,136,2.3,1-3 min,15/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,sin_interes,1,,claro,mixto,False,False,rechazo,False,False,True,False,False,False,,2,9,11
amza10_1_260115132650376_ACD_01987_transcripcion.json,260115132650376_ACD_01987,MZA 10,124,2.1,1-3 min,15/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,tiempo,1,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,True,False,,2,12,14
amza10_1_260115132957223_ACD_11141_transcripcion.json,260115132957223_ACD_11141,MZA 10,97,1.6,1-3 min,15/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,7,12,19
amza10_1_260115133811335_ACD_37565_transcripcion.json,260115133811335_ACD_37565,MZA 10,67,1.1,1-3 min,15/01,True,no_identificado,,True,False,False,False,50,,0,,False,False,False,,0,,,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,2,4,6
amza10_1_260115143427410_ACD_34251_transcripcion.json,260115143427410_ACD_34251,MZA 10,202,3.4,3-5 min,15/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,True,,0,beneficios,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,13,12,25
amza10_1_260115144605753_MIT_01989_transcripcion.json,260115144605753_MIT_01989,MZA 10,77,1.3,1-3 min,15/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,1,4,5
amza10_1_260115151418878_MIT_01995_transcripcion.json,260115151418878_MIT_01995,MZA 10,336,5.6,5-8 min,15/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,True,,0,,"claro, otra_empresa",positivo,False,False,sin_cierre_claro,False,False,False,True,False,True,,16,28,44
amza10_1_260116103525710_ACD_20091_transcripcion.json,260116103525710_ACD_20091,MZA 10,317,5.3,5-8 min,16/01,True,no_identificado,,True,False,False,False,50,"4gb, 8gb",2,4gb,True,False,False,,0,beneficios,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,15,21,36
amza10_1_260116104715283_ACD_67947_transcripcion.json,260116104715283_ACD_67947,MZA 10,215,3.6,3-5 min,16/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,3,21,24
amza10_1_260116105156314_ACD_84381_transcripcion.json,260116105156314_ACD_84381,MZA 10,64,1.1,1-3 min,16/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,,positivo,False,False,rechazo,False,False,True,False,False,False,,4,7,11
amza10_1_260116110411925_ACD_26687_transcripcion.json,260116110411925_ACD_26687,MZA 10,73,1.2,1-3 min,16/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,2,5,7
amza10_1_260116112450880_ACD_04225_transcripcion.json,260116112450880_ACD_04225,MZA 10,277,4.6,3-5 min,16/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,True,,0,,,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,7,18,25
amza10_1_260116121959174_ACD_53865_transcripcion.json,260116121959174_ACD_53865,MZA 10,138,2.3,1-3 min,16/01,True,no_identificado,,False,False,False,True,0,,0,,False,False,False,"precio_alto, sin_interes",2,,claro,mixto,False,False,continuacion,False,True,True,False,False,False,,3,4,7
amza10_1_260116124726066_ACD_97605_transcripcion.json,260116124726066_ACD_97605,MZA 10,79,1.3,1-3 min,16/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,1,6,7
amza10_1_260116125202625_ACD_13873_transcripcion.json,260116125202625_ACD_13873,MZA 10,68,1.1,1-3 min,16/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,"claro, otra_empresa",positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,2,4,6
amza10_1_260116131736992_ACD_03507_transcripcion.json,260116131736992_ACD_03507,MZA 10,1939,32.3,> 8 min,16/01,True,consulta_general,consulta_general,True,False,False,False,50,,0,,True,False,True,,0,"beneficios, empatia",claro,mixto,True,False,venta,True,True,False,False,True,False,,65,85,150
amza10_1_260116135216476_MIT_01982_transcripcion.json,260116135216476_MIT_01982,MZA 10,451,7.5,5-8 min,16/01,True,no_identificado,,True,False,False,False,50,,0,,False,False,True,,0,,"claro, personal, otra_empresa",positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,linea_adicional,10,26,36
amza10_1_260116140002537_ACD_49979_transcripcion.json,260116140002537_ACD_49979,MZA 10,121,2.0,1-3 min,16/01,True,venta_outbound,venta_outbound,False,False,False,False,25,,0,,True,False,False,,0,beneficios,"claro, otra_empresa",positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,5,3,8
amza10_1_260116141102535_ACD_91115_transcripcion.json,260116141102535_ACD_91115,MZA 10,62,1.0,1-3 min,16/01,True,consulta_general,consulta_general,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,rechazo,False,False,True,False,False,False,,1,6,7
amza10_1_260116141415955_ACD_04401_transcripcion.json,260116141415955_ACD_04401,MZA 10,71,1.2,1-3 min,16/01,True,no_identificado,,False,False,True,False,50,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,2,3,5
amza10_1_260116142323931_ACD_34389_transcripcion.json,260116142323931_ACD_34389,MZA 10,170,2.8,1-3 min,16/01,True,problema_servicio,"problema_servicio, cambio_plan",False,False,False,False,25,8gb,1,8gb,False,False,True,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,13,8,21
amza13_1_260112102527582_ACD_78491_transcripcion.json,260112102527582_ACD_78491,MZA 13,428,7.1,5-8 min,12/01,False,no_identificado,,True,False,False,False,50,,0,,False,False,True,,0,,"claro, otra_empresa",positivo,False,False,venta,True,True,False,False,False,False,,19,19,38
amza13_1_260112104425372_ACD_54619_transcripcion.json,260112104425372_ACD_54619,MZA 13,194,3.2,3-5 min,12/01,False,venta_outbound,venta_outbound,False,False,False,False,25,,0,,True,False,True,,0,,"claro, personal",positivo,False,False,rechazo,False,False,True,False,False,False,linea_adicional,9,11,20
amza13_1_260112105616861_ACD_04409_transcripcion.json,260112105616861_ACD_04409,MZA 13,389,6.5,5-8 min,12/01,False,no_identificado,,True,False,False,False,50,,0,,False,False,True,precio_alto,1,,"claro, otra_empresa",positivo,True,False,queja_no_resuelta,False,False,False,False,False,False,,15,20,35
amza13_1_260112112457497_ACD_14055_transcripcion.json,260112112457497_ACD_14055,MZA 13,151,2.5,1-3 min,12/01,False,problema_servicio,problema_servicio,True,False,False,False,50,8gb,1,8gb,False,False,True,,0,empatia,"claro, personal, otra_empresa",neutro,False,False,rechazo,False,False,True,False,False,False,linea_adicional,3,3,6
amza13_1_260112121555149_ACD_80741_transcripcion.json,260112121555149_ACD_80741,MZA 13,75,1.2,1-3 min,12/01,False,problema_servicio,problema_servicio,False,False,False,False,25,,0,,False,False,False,,0,,"claro, otra_empresa",neutro,False,False,sin_cierre_claro,False,False,False,False,False,False,,2,5,7
amza13_1_260112130220175_ACD_68673_transcripcion.json,260112130220175_ACD_68673,MZA 13,67,1.1,1-3 min,12/01,False,no_identificado,,False,False,True,False,50,,0,,False,True,False,,0,,"claro, tuenti, otra_empresa",positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,6,4,10
amza13_1_260112132637870_ACD_45121_transcripcion.json,260112132637870_ACD_45121,MZA 13,183,3.0,3-5 min,12/01,False,no_identificado,,True,False,False,False,50,,0,,True,False,True,"precio_alto, sin_interes",2,,otra_empresa,positivo,False,False,rechazo,False,False,True,False,False,False,,7,6,13
amza13_1_260113103518018_ACD_51635_transcripcion.json,260113103518018_ACD_51635,MZA 13,100,1.7,1-3 min,13/01,True,no_identificado,,True,False,False,False,50,,0,,False,False,True,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,3,3,6
amza13_1_260113120009354_ACD_12541_transcripcion.json,260113120009354_ACD_12541,MZA 13,89,1.5,1-3 min,13/01,True,venta_outbound,venta_outbound,False,False,False,False,25,,0,,False,False,False,consultar,1,,"claro, otra_empresa",positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,3,8,11
amza13_1_260113121500733_ACD_54895_transcripcion.json,260113121500733_ACD_54895,MZA 13,175,2.9,1-3 min,13/01,True,venta_outbound,venta_outbound,True,False,False,False,50,,0,,False,False,False,,0,,"claro, otra_empresa",positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,6,12,18
amza13_1_260113124556006_ACD_98689_transcripcion.json,260113124556006_ACD_98689,MZA 13,116,1.9,1-3 min,13/01,True,cambio_plan,cambio_plan,False,False,True,False,50,,0,,True,False,False,,0,,claro,positivo,False,False,rechazo,False,False,True,False,False,False,,6,10,16
amza13_1_260113125929007_ACD_34567_transcripcion.json,260113125929007_ACD_34567,MZA 13,62,1.0,1-3 min,13/01,True,venta_outbound,"venta_outbound, problema_servicio",True,False,False,False,50,,0,,False,False,True,sin_interes,1,,otra_empresa,positivo,True,False,rechazo,False,False,True,False,False,False,,2,6,8
amza13_1_260113130410910_ACD_48979_transcripcion.json,260113130410910_ACD_48979,MZA 13,64,1.1,1-3 min,13/01,True,no_identificado,,True,False,False,False,50,,0,,False,False,True,,0,,"claro, otra_empresa",positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,6,3,9
amza13_1_260113130714896_ACD_58845_transcripcion.json,260113130714896_ACD_58845,MZA 13,122,2.0,1-3 min,13/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,True,,0,,"claro, personal, otra_empresa",neutro,False,False,sin_cierre_claro,False,False,False,False,False,False,,10,4,14
amza13_1_260113131149192_ACD_73501_transcripcion.json,260113131149192_ACD_73501,MZA 13,76,1.3,1-3 min,13/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,True,,0,empatia,claro,neutro,False,False,sin_cierre_claro,False,False,False,False,False,False,up_sell_plan,5,5,10
amza13_1_260113132029698_ACD_01661_transcripcion.json,260113132029698_ACD_01661,MZA 13,140,2.3,1-3 min,13/01,True,consulta_general,consulta_general,False,False,False,False,25,,0,,False,False,False,,0,,"claro, otra_empresa",positivo,False,False,rechazo,False,False,True,False,False,False,,6,4,10
amza13_1_260113132953286_ACD_30859_transcripcion.json,260113132953286_ACD_30859,MZA 13,206,3.4,3-5 min,13/01,True,no_identificado,,True,False,False,False,50,4gb,1,4gb,False,False,False,tiempo,1,,"claro, otra_empresa",positivo,False,False,rechazo,False,False,True,False,False,False,,3,8,11
amza13_1_260113134203510_ACD_72549_transcripcion.json,260113134203510_ACD_72549,MZA 13,957,15.9,> 8 min,13/01,True,venta_outbound,"venta_outbound, problema_servicio",True,False,False,False,50,,0,,False,False,True,,0,,"claro, personal, otra_empresa",positivo,True,False,venta,True,True,False,True,False,False,,35,41,76
amza13_1_260113141354723_ACD_88353_transcripcion.json,260113141354723_ACD_88353,MZA 13,155,2.6,1-3 min,13/01,True,no_identificado,,True,False,False,False,50,"4gb, 8gb, 30gb",3,4gb,True,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,8,8,16
amza13_1_260113143039533_ACD_40839_transcripcion.json,260113143039533_ACD_40839,MZA 13,62,1.0,1-3 min,13/01,True,no_identificado,,True,False,False,False,50,,0,,False,False,True,,0,,"claro, otra_empresa",positivo,False,False,rechazo,False,False,True,False,False,False,,5,2,7
amza13_1_260113143955621_ACD_72339_transcripcion.json,260113143955621_ACD_72339,MZA 13,61,1.0,1-3 min,13/01,True,no_identificado,,True,False,False,False,50,,0,,False,False,True,,0,,,neutro,False,False,sin_cierre_claro,False,False,False,False,False,False,,6,2,8
amza13_1_260114102949780_ACD_23737_transcripcion.json,260114102949780_ACD_23737,MZA 13,258,4.3,3-5 min,14/01,True,venta_outbound,venta_outbound,False,False,True,False,50,,0,,False,False,True,sin_interes,1,,"claro, otra_empresa",positivo,False,False,rechazo,False,False,True,False,False,False,,10,5,15
amza13_1_260114103809409_ACD_45931_transcripcion.json,260114103809409_ACD_45931,MZA 13,215,3.6,3-5 min,14/01,True,no_identificado,,False,False,False,False,25,,0,,False,False,False,,0,,claro,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,2,9,11
amza13_1_260114105438411_ACD_94483_transcripcion.json,260114105438411_ACD_94483,MZA 13,775,12.9,> 8 min,14/01,True,problema_servicio,problema_servicio,True,False,False,False,50,"4gb, 8gb",2,4gb,False,True,True,,0,,"claro, personal, otra_empresa",positivo,False,False,continuacion,False,True,False,False,False,False,linea_adicional,22,35,57
amza13_1_260114113147231_ACD_02875_transcripcion.json,260114113147231_ACD_02875,MZA 13,60,1.0,1-3 min,14/01,True,no_identificado,,True,False,False,False,50,,0,,False,False,True,,0,,"claro, otra_empresa",positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,3,3,6
amza13_1_260114130406716_ACD_96493_transcripcion.json,260114130406716_ACD_96493,MZA 13,92,1.5,1-3 min,14/01,True,cambio_plan,cambio_plan,False,False,False,False,25,,0,,False,False,True,,0,,otra_empresa,positivo,False,False,sin_cierre_claro,False,False,False,False,False,False,,4,4,8
