Intervalo;Grupo;Login Id;Agente;LogIn;Internas Entrantes No Atendidas;Internas Entrantes Atendidas;Internas Salientes No Atendidas;Internas Salientes Atendidas;Entrantes No Atendidas;Entrantes Atendidas;Salientes No Atendidas;Salientes Atendidas;Discador No Atendidas;Discador Atendidas;Transfer In;Transfer Out;Unstaffed;Avail;Preview;Dial;Ring;Connect;Hold;ACW;Not Ready;Break;Lunch;Coaching;Administrativo;Baño;Llamada_Manual;Tipo de Break 6;Tipo de Break 7;Tipo de Break 8;Tipo de Break 9;Auxiliar Total;Auxiliar %;Tiempo Real de Logueo;Utilización;Connect % Real;Ring % Real;Avail % Real;AHT;ATT;Avail Count;Hold Count;Not Ready Count;Avail Max;Hold Max;Not Ready Max;Talking Time Internas Entrantes;Talking Time Internas Salientes;Tipificación Otro;Tipificación Exitoso;Tipificación No Exitoso;Tipificación No Efectivo;Tipificación Neutro;CE;%CE;Exitos / CE;Exitos por Hora Real;idAgente;idGrupo
19/1/2026 09:30:00;Mendoza1;mza29;MZA 29;605;"0";"0";"0";"0";"0";"0";"0";3;"0";"0";"0";"0";1166;43;"0";"0";"0";64;"0";193;4;"0";"0";"0";237;"0";64;"0";"0";"0";"0";301;"0,49797578206168";300;"0,857746675903968";"0,212592261984066";"0,00148551786618348";"0,1420967784913";86;21,3333333333333;4;"0";1;39;"0";4;"0";"0";"0";"0";3;"0";"0";3;1;"0";"0";2577;57
19/1/2026 09:30:00;Mendoza1;mza49;MZA 49;173;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";173;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";3209;57
19/1/2026 09:30:00;Mendoza1;mza65;MZA 65;602;"0";"0";"0";"0";"0";"0";"0";1;"0";"0";"0";"0";"0";"0";"0";"0";"0";594;"0";"0";3;"0";"0";"0";"0";"0";5;"0";"0";"0";"0";5;"0,00771802934313654";594;1;"0,999735846326497";"0,000264153673502695";"0";594;594;"0";"0";1;"0";"0";3;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";3429;57
19/1/2026 09:30:00;Mendoza1;mza66;MZA 66;8;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1;"0";"0";"0";"0";"0";"0";7;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1;"0";"0";"0";1;"0";"0";"0";"0";1;"0";"0";7;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";3430;57
19/1/2026 09:30:00;Mendoza1;mza67;MZA 67;7;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";7;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";3431;57
19/1/2026 09:30:00;Mendoza1;mza71;MZA 71;70;"0";"0";"0";"0";"0";"0";"0";"0";"0";1;"0";"0";"0";22;"0";"0";"0";14;"0";1;32;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";38;"0,407396622015143";"0,368878064277016";"0,00330915444485625";"0,588473553237677";16;14;1;"0";1;22;"0";32;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";3435;57
19/1/2026 09:30:00;Mendoza1;mza313;MZA 313;290;"0";"0";"0";"0";"0";"0";"0";5;"0";"0";"0";"0";503;10;"0";"0";1;2;"0";80;6;"0";"0";"0";"0";"0";191;"0";"0";"0";"0";191;"0,659200732931277";93;"0,896638502479091";"0,0238164080487465";"0,0133860207108512";"0,102847474325612";16,8;"0,4";5;"0";1;2;"0";6;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";4051;57
19/1/2026 10:00:00;Mendoza1;mza1;MZA 1;1503;"0";"0";"0";"0";"0";"0";"0";7;"0";8;"0";"0";86;250;"0";1;2;344;"0";211;68;"0";"0";531;2;"0";92;"0";"0";"0";"0";625;"0,416033030469757";809;"0,688994168826017";"0,42511470199723";"0,00255785762742023";"0,309513129717981";37,2666666666667;22,9333333333333;14;"0";3;40;"0";45;"0";"0";"0";2;6;"0";"0";8;1;"0,25";8,89987639060569;2212;57
19/1/2026 10:00:00;Mendoza1;mza2;MZA 2;1212;"0";"0";"0";"0";"0";"0";"0";"0";"0";7;"0";"0";"0";231;"0";1;1;316;"0";190;9;"0";"0";448;"0";"0";17;"0";"0";"0";"0";465;"0,383395733263811";739;"0,685854234415235";"0,427657391035934";"0,00100049009122195";"0,312904291412031";72,5714285714286;45,1428571428571;9;"0";1;44;"0";9;"0";"0";"0";1;5;"0";"0";6;1;"0,166666666666667";4,87144790257104;2213;57
19/1/2026 10:00:00;Mendoza1;mza3;MZA 3;1067;"0";"0";"0";"0";"0";"0";"0";"0";"0";8;"0";"0";"0";232;"0";1;1;384;"0";119;5;"0";"0";325;"0";"0";"0";"0";"0";"0";"0";325;"0,304856696703902";737;"0,683759176085865";"0,520816315453818";"0,00115201432894148";"0,314885273484674";63,125;48;8;"0";1;46;"0";5;"0";"0";"0";7;"0";"0";"0";7;1;1;34,1926729986431;2214;57
19/1/2026 10:00:00;Mendoza1;mza4;MZA 4;1511;"0";"0";"0";"0";"0";"0";"0";12;"0";7;"0";"0";"0";341;"0";1;3;435;"0";94;19;"0";"0";525;"0";"0";93;"0";"0";"0";"0";618;"0,408895516105526";874;"0,608249393124018";"0,497842027978671";"0,00314511117189726";"0,390384062938848";28,0526315789474;22,8947368421053;21;"0";1;39;"0";19;"0";"0";"0";13;2;"0";"0";15;1;"0,866666666666667";53,5469107551487;2215;57
19/1/2026 10:00:00;Mendoza1;mza5;MZA 5;802;"0";"0";"0";"0";"0";"0";"0";"0";"0";1;"0";"0";"0";25;"0";"0";"0";366;"0";"0";3;"0";"0";408;"0";"0";"0";"0";"0";"0";"0";408;"0,508906391587072";391;"0,93687018679338";"0,936603924299525";"0,000266262493855481";"0,0627304194658365";366;366;1;"0";1;25;"0";3;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";2216;57
19/1/2026 10:00:00;Mendoza1;mza6;MZA 6;1208;"0";"0";"0";"0";"0";"0";"0";"0";"0";9;"0";"0";"0";271;"0";1;1;168;"0";117;4;"0";"0";646;"0";"0";"0";"0";"0";"0";"0";646;"0,535302232150989";558;"0,512440558587894";"0,300613958959426";"0,00188275965945361";"0,485300129820761";31,8888888888889;18,6666666666667;12;"0";1;42;"0";4;"0";"0";"0";"0";9;"0";"0";9;1;"0";"0";2217;57
19/1/2026 10:00:00;Mendoza1;mza7;MZA 7;1142;"0";"0";"0";"0";"0";"0";"0";"0";"0";2;"0";"0";"0";40;"0";"0";"0";65;"0";19;8;"0";"0";972;37;"0";"0";"0";"0";"0";"0";1009;"0,883583665621208";125;"0,676555054629466";"0,523849251552247";"0,0010588971425821";"0,321230887708771";42,5;32,5;4;"0";1;25;"0";8;"0";"0";"0";1;1;"0";"0";2;1;"0,5";28,8;2218;57
19/1/2026 10:00:00;Mendoza1;mza8;MZA 8;1298;"0";"0";"0";"0";"0";"0";"0";"0";"0";10;"0";"0";189;231;"0";1;1;360;"0";147;130;"0";"0";428;"0";"0";"0";"0";"0";"0";"0";428;"0,329893316586593";740;"0,68644943720031";"0,486011411370026";"0,00122679658820843";"0,311613088892762";51;36;10;"0";2;42;"0";88;"0";"0";"0";4;5;"0";"0";9;1;"0,444444444444444";19,4594594594595;2219;57
19/1/2026 10:00:00;Mendoza1;mza9;MZA 9;1405;"0";"0";"0";"0";"0";"0";"0";4;"0";8;"0";"0";"0";214;"0";1;1;330;"0";244;83;"0";"0";516;"0";"0";16;"0";"0";"0";"0";532;"0,378542756442233";790;"0,7280075095229";"0,417323771005094";"0,0017824996236383";"0,270543972330141";48,0833333333333;27,5;12;"0";1;44;"0";83;"0";"0";"0";3;6;"0";"0";9;1;"0,333333333333333";13,6708860759494;2220;57
19/1/2026 10:00:00;Mendoza1;mza12;MZA 12;1246;"0";"0";"0";"0";"0";"0";"0";"0";"0";7;"0";"0";"0";203;"0";1;1;482;"0";91;5;"0";"0";463;"0";"0";"0";"0";"0";"0";"0";463;"0,371475592944526";778;"0,738263066213289";"0,619917337841399";"0,000722490406432993";"0,260408939854602";82,1428571428571;68,8571428571429;8;"0";1;36;"0";5;"0";"0";"0";1;6;"0";"0";7;1;"0,142857142857143";4,62724935732648;2234;57
19/1/2026 10:00:00;Mendoza1;mza_sup2;MZA Sup2;1489;"0";"0";"0";5;"0";"0";"0";"0";"0";"0";"0";"0";108;"0";"0";"0";2;1117;"0";"0";370;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1119;"0,999944592347131";"0,998585317508193";"0,001359274838938";"0";"0";"0";"0";1;5;"0";"0";302;"0";1117;"0";"0";"0";"0";"0";"0";"0";"0";"0";2239;57
19/1/2026 10:00:00;Mendoza1;mza19;MZA 19;519;"0";"0";"0";"0";"0";"0";"0";"0";"0";6;"0";"0";"0";135;"0";1;1;92;"0";287;3;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";515;"0,735693352741388";"0,178146530810286";"0,00125376031052887";"0,26229403202329";63,3333333333333;15,3333333333333;6;"0";1;31;"0";3;"0";"0";"0";1;4;"0";"0";5;1;"0,2";6,99029126213592;2315;57
19/1/2026 10:00:00;Mendoza1;mza20;MZA 20;586;"0";"0";"0";"0";"0";"0";"0";2;"0";7;"0";"0";"0";171;"0";1;1;302;"0";64;5;"0";"0";"0";"0";"0";41;"0";"0";"0";"0";41;"0,0695530621370955";540;"0,680513732244384";"0,559618126932978";"0,00219456636479804";"0,317523195733096";41;33,5555555555556;8;"0";1;39;"0";5;"0";"0";"0";2;6;"0";"0";8;1;"0,25";13,3333333333333;2316;57
19/1/2026 10:00:00;Mendoza1;mza24;MZA 24;564;"0";"0";"0";"0";"0";"0";"0";"0";"0";4;"0";"0";4;138;"0";1;1;361;"0";5;14;"0";"0";44;"0";"0";"0";"0";"0";"0";"0";44;"0,0786738360785941";506;"0,725090660307593";"0,714296448330545";"0,00102623118081837";"0,27354696342346";91,75;90,25;6;"0";2;42;"0";10;"0";"0";"0";"0";3;"0";"0";3;1;"0";"0";2572;57
19/1/2026 10:00:00;Mendoza1;mza35;MZA 35;1188;"0";"0";"0";"0";"0";"0";"0";"0";"0";12;"0";"0";"0";348;"0";2;1;360;"0";55;3;"0";"0";421;"0";"0";"0";"0";"0";"0";"0";421;"0,354184285797235";765;"0,543214025141279";"0,470175131211117";"0,00158734724724699";"0,45472137740946";34,75;30;13;"0";1;44;"0";3;"0";"0";"0";8;4;"0";"0";12;1;"0,666666666666667";37,6470588235294;2619;57
19/1/2026 10:00:00;Mendoza1;mza36;MZA 36;1244;"0";"0";"0";"0";"0";"0";"0";"0";"0";7;"0";"0";"0";205;"0";1;1;140;"0";248;20;"0";"0";629;"0";"0";"0";"0";"0";"0";"0";629;"0,505982435867435";595;"0,653817050613755";"0,236033294097864";"0,00129981503278964";"0,344593912897259";55,7142857142857;20;8;"0";1;35;"0";20;"0";"0";"0";1;6;"0";"0";7;1;"0,142857142857143";6,05042016806723;2780;57
19/1/2026 10:00:00;Mendoza1;mza39;MZA 39;722;"0";"0";"0";"0";"0";"0";"0";"0";"0";11;"0";"0";"0";320;"0";1;1;298;"0";98;4;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";717;"0,552393907633298";"0,414740037464041";"0,00154706420177062";"0,445565640122204";36,1818181818182;27,0909090909091;11;"0";1;40;"0";4;"0";"0";"0";5;6;"0";"0";11;1;"0,454545454545455";25,1046025104603;2832;57
19/1/2026 10:00:00;Mendoza1;mza40;MZA 40;514;"0";"0";"0";"0";"0";"0";"0";"0";"0";4;"0";"0";"0";118;"0";1;"0";150;"0";79;5;"0";"0";"0";143;"0";19;"0";"0";"0";"0";162;"0,315012726607561";347;"0,658248372789586";"0,430790277057773";"0,00100512643280917";"0,339807614768735";57,25;37,5;6;"0";1;44;"0";5;"0";"0";"0";3;1;"0";"0";4;1;"0,75";31,1239193083574;2833;57
19/1/2026 10:00:00;Mendoza1;mza42;MZA 42;713;"0";"0";"0";"0";"0";"0";"0";"0";"0";6;"0";"0";"0";170;"0";1;1;284;"0";74;10;"0";"0";174;"0";"0";"0";"0";"0";"0";"0";174;"0,243953662150927";530;"0,677284450368737";"0,535536943543423";"0,0011668170815979";"0,321014413400649";60;47,3333333333333;8;"0";1;41;"0";10;"0";"0";"0";4;1;"0";"0";5;1;"0,8";27,1698113207547;2858;57
19/1/2026 10:00:00;Mendoza1;mza43;MZA 43;505;"0";"0";"0";"0";"0";"0";"0";"0";"0";8;"0";"0";3;182;"0";1;1;87;"0";69;64;"0";"0";"0";"0";"0";101;"0";"0";"0";"0";101;"0,200068139321142";340;"0,461583265429793";"0,255563432693128";"0,0027004527229565";"0,535151481277744";19,75;10,875;9;"0";2;32;"0";61;"0";"0";"0";2;5;"0";"0";7;1;"0,285714285714286";21,1764705882353;2859;57
19/1/2026 10:00:00;Mendoza1;mza44;MZA 44;921;"0";"0";"0";"0";"0";"0";"0";"0";"0";10;"0";"0";"0";233;"0";1;1;385;"0";109;4;"0";"0";187;"0";"0";"0";"0";"0";"0";"0";187;"0,203167324037855";730;"0,678875245680475";"0,527731932640748";"0,00139567054505112";"0,319277100182848";49,7;38,5;10;"0";1;33;"0";4;"0";"0";"0";1;8;"0";"0";9;1;"0,111111111111111";4,93150684931507;2993;57
19/1/2026 10:00:00;Mendoza1;mza45;MZA 45;131;"0";"0";"0";"0";"0";"0";"0";"0";"0";2;"0";"0";"0";66;"0";"0";"0";18;"0";16;30;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";101;"0,339574308151841";"0,182907048048583";"0,00155282574723557";"0,657577196209918";17,5;9;2;"0";1;39;"0";30;"0";"0";"0";"0";1;"0";"0";1;1;"0";"0";2994;57
19/1/2026 10:00:00;Mendoza1;mza46;MZA 46;1261;"0";"0";"0";"0";"0";"0";"0";"0";"0";15;"0";"0";63;355;"0";2;2;194;"0";705;3;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1258;"0,716136961884629";"0,154483999939579";"0,00132369881996027";"0,282215768472754";60,2;12,9333333333333;16;"0";1;39;"0";3;"0";"0";"0";13;"0";"0";"0";13;1;1;37,2019077901431;2995;57
19/1/2026 10:00:00;Mendoza1;mza47;MZA 47;1559;"0";"0";"0";"0";"0";"0";"0";"0";"0";17;"0";"0";5;484;"0";2;2;533;"0";522;15;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1544;"0,684821878485387";"0,34552892393905";"0,00113410702187771";"0,313755791977181";62,3529411764706;31,3529411764706;18;"0";2;43;"0";12;"0";"0";"0";5;12;"0";"0";17;1;"0,294117647058824";11,6580310880829;2996;57
19/1/2026 10:00:00;Mendoza1;mza48;MZA 48;1761;"0";"0";"0";"0";"0";"0";"0";4;"0";22;"0";"0";"0";623;"0";3;3;740;"0";332;4;"0";"0";"0";"0";"0";56;"0";"0";"0";"0";56;"0,03192038442779";1701;"0,631874689852564";"0,434922542515187";"0,00173682564246086";"0,366239731327067";41,4615384615385;28,4615384615385;26;"0";1;34;"0";4;"0";"0";"0";20;6;"0";"0";26;1;"0,769230769230769";42,3280423280423;3208;57
19/1/2026 10:00:00;Mendoza1;mza49;MZA 49;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";23;"0";"0";"0";683;"0";3;3;523;"0";316;20;"0";"0";"0";"0";"0";252;"0";"0";"0";"0";252;"0,139960555555556";1528;"0,550545734473373";"0,342165761364068";"0,00167052222148035";"0,447362185189695";36,695652173913;22,7391304347826;24;1;1;52;"0";194;"0";"0";"0";"0";23;"0";"0";23;1;"0";"0";3209;57
19/1/2026 10:00:00;Mendoza1;mza50;MZA 50;1329;"0";"0";"0";"0";"0";"0";"0";"0";"0";17;"0";"0";"0";489;"0";3;2;322;"0";474;40;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1289;"0,618681652915134";"0,249610886186343";"0,00129420107912162";"0,379304886772924";47,0588235294118;18,9411764705882;17;"0";1;45;"0";40;"0";"0";"0";15;2;"0";"0";17;1;"0,882352941176471";41,8929402637704;3210;57
19/1/2026 10:00:00;Mendoza1;mza52;MZA 52;1111;"0";"0";"0";"0";"0";"0";"0";"0";"0";17;"0";"0";"0";379;"0";3;2;462;"0";259;6;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1105;"0,654207468999884";"0,417980067215205";"0,00138160563217059";"0,343495589002202";42,6470588235294;27,1764705882353;17;"0";1;38;"0";6;"0";"0";"0";2;14;"0";"0";16;1;"0,125";6,5158371040724;3416;57
19/1/2026 10:00:00;Mendoza1;mza53;MZA 53;1763;"0";"0";"0";"0";"0";"0";"0";"0";"0";25;"0";"0";"0";645;"0";4;2;992;"0";115;5;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1758;"0,631213267106271";"0,564220661045596";"0,00128570461448488";"0,36673415667733";44,52;39,68;25;"0";1;46;"0";5;"0";"0";"0";"0";24;"0";"0";24;1;"0";"0";3417;57
19/1/2026 10:00:00;Mendoza1;mza54;MZA 54;1408;"0";"0";"0";"0";"0";"0";"0";"0";"0";7;"0";"0";154;155;"0";1;1;1157;"0";77;18;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1390;"0,888216177490311";"0,831893761311094";"0,000622919406025486";"0,111145797667721";176,571428571429;165,285714285714;8;"0";1;35;"0";18;"0";"0";"0";7;"0";"0";"0";7;1;1;18,1294964028777;3418;57
19/1/2026 10:00:00;Mendoza1;mza57;MZA 57;1545;"0";"0";"0";"0";"0";"0";"0";"0";"0";27;"0";"0";"0";667;"0";4;3;438;"0";427;7;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1538;"0,564145656442196";"0,284534567724654";"0,0017911243449881";"0,433358471920631";32,2962962962963;16,2222222222222;27;"0";1;38;"0";7;"0";"0";"0";26;"0";"0";"0";26;1;1;60,8582574772432;3421;57
19/1/2026 10:00:00;Mendoza1;mza58;MZA 58;1683;"0";"0";"0";"0";"0";"0";"0";1;"0";22;"0";"0";82;566;"0";3;2;329;"0";645;125;"0";"0";"0";"0";"0";12;"0";"0";"0";"0";12;"0,00723165721517032";1546;"0,631959352528692";"0,21286156282876";"0,00155928316970565";"0,365997404214076";42,6086956521739;14,304347826087;24;"0";2;46;"0";88;"0";"0";"0";"0";21;"0";"0";21;1;"0";"0";3422;57
19/1/2026 10:00:00;Mendoza1;mza61;MZA 61;1493;"0";"0";"0";"0";"0";"0";"0";3;"0";24;"0";"0";120;678;"0";3;3;274;"0";367;114;"0";"0";"0";"0";"0";52;"0";"0";"0";"0";52;"0,0349764668442122";1326;"0,486101171376279";"0,20691423456333";"0,00208966952151771";"0,511325767487879";24;10,1481481481481;30;"0";4;43;"0";58;"0";"0";"0";26;"0";"0";"0";26;1;1;70,5882352941176;3425;57
19/1/2026 10:00:00;Mendoza1;mza63;MZA 63;1268;"0";"0";"0";"0";"0";"0";"0";2;"0";23;"0";"0";493;549;"0";3;3;547;"0";133;22;"0";"0";"0";"0";"0";11;"0";"0";"0";"0";11;"0,00857500585789111";1234;"0,552942367828383";"0,442754257197946";"0,00246682545083362";"0,444825742478005";27,4;21,88;27;"0";5;39;"0";7;"0";"0";"0";"0";20;"0";"0";20;1;"0";"0";3427;57
19/1/2026 10:00:00;Mendoza1;mza65;MZA 65;1104;"0";"0";"0";"0";"0";"0";"0";"0";"0";14;"0";"0";696;335;"0";2;1;522;"0";223;21;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1083;"0,688851358838173";"0,481583292089264";"0,00132873615861361";"0,309256646450917";53,4285714285714;37,2857142857143;15;"0";1;35;"0";21;"0";"0";"0";1;13;"0";"0";14;1;"0,0714285714285714";3,32409972299169;3429;57
19/1/2026 10:00:00;Mendoza1;mza66;MZA 66;1800;"0";"0";"0";"0";"0";"0";"0";11;"0";21;"0";"0";"0";569;"0";3;4;913;"0";133;"0";"0";"0";"0";"0";3;175;"0";"0";"0";"0";178;"0,0989205555555556";1622;"0,647480213546345";"0,562954431814188";"0,00268320156750268";"0,350768183592148";32,90625;28,53125;33;"0";"0";36;"0";"0";"0";"0";"0";1;30;"0";"0";31;1;"0,032258064516129";2,21948212083847;3430;57
19/1/2026 10:00:00;Mendoza1;mza67;MZA 67;1056;"0";"0";"0";"0";"0";"0";"0";"0";"0";3;"0";"0";744;76;"0";"0";"0";940;"0";21;18;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1038;"0,925945474263722";"0,90544294214755";"0,000311096813713687";"0,0736162933825951";320,666666666667;313,333333333333;4;"0";1;47;"0";25;"0";"0";"0";2;1;"0";"0";3;1;"0,666666666666667";6,9364161849711;3431;57
19/1/2026 10:00:00;Mendoza1;mza68;MZA 68;1659;"0";"0";"0";"0";"0";"0";"0";"0";"0";24;"0";"0";"0";507;"0";3;3;1001;"0";143;2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1657;"0,692392995275089";"0,60447595861009";"0,00158704383054066";"0,305887153879263";47,9166666666667;41,7083333333333;21;"0";1;40;"0";2;"0";"0";"0";"0";21;"0";"0";21;1;"0";"0";3432;57
19/1/2026 10:00:00;Mendoza1;mza71;MZA 71;1800;"0";"0";"0";"0";"0";"0";"0";1;"0";25;"0";"0";"0";648;"0";3;3;619;"0";498;23;"0";"0";"0";"0";"0";6;"0";"0";"0";"0";6;"0,00311166666666667";1771;"0,632161275622822";"0,349614411854556";"0,00160254690894225";"0,366105172928815";43,1923076923077;23,8076923076923;26;"0";1;48;"0";23;"0";"0";"0";3;22;"0";"0";25;1;"0,12";6,09824957651045;3435;57
19/1/2026 10:00:00;Mendoza1;mza72;MZA 72;416;"0";"0";"0";"0";"0";"0";"0";"0";"0";2;"0";"0";"0";63;"0";"0";"0";121;"0";4;3;"0";"0";225;"0";"0";"0";"0";"0";"0";"0";225;"0,539855603826523";189;"0,662753259407534";"0,638737965875512";"0,0010061534225103";"0,33526091146909";63;60,5;4;"0";1;28;"0";3;"0";"0";"0";1;"0";"0";"0";1;1;1;19,047619047619;3625;57
19/1/2026 10:00:00;Mendoza1;mza314;MZA 314;298;"0";"0";"0";"0";"0";"0";"0";"0";"0";4;"0";"0";"0";88;"0";1;"0";87;"0";118;3;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";295;"0,698896452495198";"0,296753154204815";"0,00147954093509702";"0,299203219698255";51,75;21,75;4;"0";1;30;"0";3;"0";"0";"0";"0";3;"0";"0";3;1;"0";"0";4052;57
19/1/2026 10:00:00;Mendoza1;mza323;MZA 323;1369;"0";"0";"0";"0";"0";"0";"0";"0";"0";15;"0";"0";427;387;"0";2;2;681;"0";287;10;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1359;"0,713575911618635";"0,50148462502456";"0,00121051210180959";"0,284832393745369";64,8;45,4;16;"0";2;43;"0";7;"0";"0";"0";10;5;"0";"0";15;1;"0,666666666666667";26,4900662251656;4130;57
19/1/2026 10:00:00;Mendoza1;mza324;MZA 324;1602;"0";"0";"0";"0";"0";"0";"0";"0";"0";23;"0";"0";"0";532;"0";3;2;829;"0";176;59;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1543;"0,653183263735024";"0,537540303708784";"0,00154991825817969";"0,344605623266795";43,9565217391304;36,0434782608696;23;"0";1;47;"0";59;"0";"0";"0";8;14;"0";"0";22;1;"0,363636363636364";18,6649384316267;4131;57
19/1/2026 10:00:00;Mendoza1_CUIT;mza85;MZA 85;5;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1698;"0";"0";"0";"0";"0";"0";"0";5;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1;"0";"0";5;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";3638;109
19/1/2026 10:00:00;Mendoza1_CUIT;mza87;MZA 87;1148;"0";"0";"0";"0";"0";"0";"0";"0";"0";14;"0";"0";607;370;"0";2;2;647;"0";95;33;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1115;"0,666477669303658";"0,5801585065859";"0,00150450274255509";"0,331948748221421";53,2142857142857;46,2142857142857;16;"0";4;47;"0";18;"0";"0";"0";"0";14;"0";"0";14;1;"0";"0";3640;109
19/1/2026 10:00:00;Mendoza1_CUIT;mza88;MZA 88;1132;"0";"0";"0";"0";"0";"0";"0";"0";"0";14;"0";"0";172;391;"0";2;1;385;"0";299;55;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1078;"0,635604552646353";"0,357315924518497";"0,0012453427244424";"0,362399372688762";49,0714285714286;27,5;16;"0";3;35;"0";48;"0";"0";"0";"0";13;"0";"0";13;1;"0";"0";3641;109
19/1/2026 10:00:00;Mendoza1_CUIT;mza90;MZA 90;1469;"0";"0";"0";"0";"0";"0";"0";6;"0";2;"0";"0";"0";61;"0";1;1;1282;"0";81;3;"0";"0";"0";"0";"0";41;"0";"0";"0";"0";41;"0,0279555841406933";1426;"0,956967420093374";"0,89950928128928";"0,000778584575327707";"0,0426026048213324";170,625;160,25;7;"0";1;30;"0";3;"0";"0";"0";"0";7;"0";"0";7;1;"0";"0";3643;109
19/1/2026 10:30:00;Mendoza1;mza1;MZA 1;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";9;"0";"0";"0";321;"0";1;1;1341;"0";136;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1800;"0,820813333333333";"0,744995555555556";"0,000527222222222222";"0,178496666666667";164,333333333333;149;9;"0";"0";54;"0";"0";"0";"0";"0";4;6;"0";"0";10;1;"0,4";8;2212;57
19/1/2026 10:30:00;Mendoza1;mza2;MZA 2;1800;"0";"0";"0";"0";"0";"0";"0";1;"0";6;"0";"0";"0";255;"0";1;1;230;"0";166;"0";"0";"0";"0";"0";"0";1148;"0";"0";"0";"0";1148;"0,637538888888889";652;"0,607700442959398";"0,352376500160937";"0,00106218291617492";"0,39096454792085";56,7142857142857;32,8571428571429;10;"0";"0";39;"0";"0";"0";"0";"0";1;7;"0";"0";8;1;"0,125";5,52147239263804;2213;57
19/1/2026 10:30:00;Mendoza1;mza3;MZA 3;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";25;"0";"0";"0";799;"0";4;2;580;"0";304;"0";"0";"0";105;"0";"0";6;"0";"0";"0";"0";111;"0,0615972222222222";1689;"0,524754532672242";"0,343427514245541";"0,00141138163250204";"0,472751276548509";35,64;23,2;27;"0";"0";56;"0";"0";"0";"0";"0";21;5;"0";"0";26;1;"0,807692307692308";44,7602131438721;2214;57
19/1/2026 10:30:00;Mendoza1;mza4;MZA 4;1800;"0";"0";"0";"0";"0";"0";"0";2;"0";12;"0";"0";"0";352;"0";2;1;1370;"0";62;"0";"0";"0";"0";"0";"0";13;"0";"0";"0";"0";13;"0,00734222222222222";1787;"0,801988936547451";"0,766497237494851";"0,000725325501011874";"0,196984078657521";102,5;97,8571428571429;14;"0";"0";39;"0";"0";"0";"0";"0";10;4;"0";"0";14;1;"0,714285714285714";20,1454952434247;2215;57
