equipo,total_agentes,total_llamadas,total_ventas,total_rechazos,puntaje_promedio_equipo,puntaje_mejor_agente,puntaje_peor_agente,mejor_agente,peor_agente,promedio_saludo_presentacion,promedio_identificacion_cliente,promedio_deteccion_necesidades,promedio_oferta_productos,promedio_manejo_objeciones,promedio_cierre,promedio_despedida,promedio_proactividad,promedio_empatia,promedio_resolucion_problemas,tasa_conversion,promedio_fibra_ofrecida,nivel_desempeno,fortaleza_equipo_1,fortaleza_equipo_1_puntaje,debilidad_equipo_1,debilidad_equipo_1_puntaje,ranking_equipo
Mza,1,70,14,24,43.01428571428571,43.01428571428571,43.01428571428571,Mza 51,Mza 51,26.714285714285715,62.57142857142857,14.714285714285714,41.57142857142857,31.857142857142858,23.428571428571427,55.142857142857146,11.142857142857142,33.857142857142854,15.714285714285714,20.0,4.285714285714286,REGULAR,identificacion_cliente,62.57142857142857,proactividad,11.142857142857142,1
MZA,96,5114,888,1910,31.342570366845973,61.833333333333336,0.0,MZA 52,MZA 310,18.832555337948573,49.63821045513239,14.949702783230371,38.18600182592288,28.757612972300787,21.759793702408654,51.71473303922172,8.818602602058974,38.19680499794081,23.169508171087227,17.364098552991788,8.772916563667655,DEFICIENTE,despedida,51.71473303922172,proactividad,8.818602602058974,2
