archivo,agente,fecha,duracion_seg,primer_plan
amza28_1_260116135450152_ACD_30405_transcripcion.json,MZA 28,16/01,866,8gb
amza28_1_260116145729388_ACD_48319_transcripcion.json,MZA 28,16/01,128,
amza28_2_260115132718416_ACD_03227_transcripcion.json,MZA 28,15/01,663,
amza29_1_260112103743770_ACD_23937_transcripcion.json,MZA 29,12/01,1133,8gb
amza29_1_260112105925409_ACD_16209_transcripcion.json,MZA 29,12/01,593,
amza29_1_260112113624373_ACD_53601_transcripcion.json,MZA 29,12/01,112,4gb
amza29_1_260112115346984_ACD_17193_transcripcion.json,MZA 29,12/01,287,4gb
amza29_1_260112121534145_ACD_79691_transcripcion.json,MZA 29,12/01,159,
amza29_1_260112143844575_ACD_86405_transcripcion.json,MZA 29,12/01,70,
amza29_1_260113143004412_ACD_38467_transcripcion.json,MZA 29,13/01,61,
amza29_1_260113143803113_ACD_66149_transcripcion.json,MZA 29,13/01,71,
amza29_1_260113144449823_ACD_90861_transcripcion.json,MZA 29,13/01,175,4gb
amza29_1_260114141313657_ACD_00959_transcripcion.json,MZA 29,14/01,82,
amza29_1_260114143806082_ACD_72489_transcripcion.json,MZA 29,14/01,186,
amza29_1_260114144313723_ACD_87757_transcripcion.json,MZA 29,14/01,71,
amza29_1_260115111313144_ACD_40223_transcripcion.json,MZA 29,15/01,93,
amza29_1_260115115330952_ACD_79583_transcripcion.json,MZA 29,15/01,124,
amza29_1_260115120557321_ACD_16147_transcripcion.json,MZA 29,15/01,67,
amza29_1_260115121211577_ACD_33227_transcripcion.json,MZA 29,15/01,184,8gb
amza29_1_260115130524660_MIT_01938_transcripcion.json,MZA 29,15/01,1048,4gb
amza29_1_260115133457292_ACD_26947_transcripcion.json,MZA 29,15/01,75,
amza29_1_260115134941789_ACD_75067_transcripcion.json,MZA 29,15/01,185,
amza29_1_260115140140365_ACD_16321_transcripcion.json,MZA 29,15/01,81,8gb
amza29_1_260115145344409_ACD_93877_transcripcion.json,MZA 29,15/01,218,
amza29_1_260115145949554_ACD_11449_transcripcion.json,MZA 29,15/01,65,
amza29_1_260116102432982_ACD_74889_transcripcion.json,MZA 29,16/01,167,
amza29_1_260116111236759_ACD_57743_transcripcion.json,MZA 29,16/01,116,
amza29_1_260116111700142_ACD_74021_transcripcion.json,MZA 29,16/01,89,
amza29_1_260116113610129_ACD_41839_transcripcion.json,MZA 29,16/01,70,
amza29_1_260116113949981_ACD_55061_transcripcion.json,MZA 29,16/01,264,4gb
amza29_1_260116121152427_ACD_43383_transcripcion.json,MZA 29,16/01,93,
amza29_1_260116134339330_ACD_87387_transcripcion.json,MZA 29,16/01,87,
amza29_1_260116142647869_ACD_44045_transcripcion.json,MZA 29,16/01,81,
amza29_1_260116143248672_ACD_64135_transcripcion.json,MZA 29,16/01,197,
amza29_1_260116144136273_ACD_93859_transcripcion.json,MZA 29,16/01,0,
amza2_1_260112113055977_ACD_34485_transcripcion.json,MZA 2,12/01,62,
amza2_1_260112113829383_MIT_01959_transcripcion.json,MZA 2,12/01,241,
amza2_1_260112115021312_ACD_06071_transcripcion.json,MZA 2,12/01,78,
amza2_1_260112115623300_ACD_25545_transcripcion.json,MZA 2,12/01,70,
amza2_1_260112120729901_ACD_54341_transcripcion.json,MZA 2,12/01,165,
amza2_1_260112121932652_ACD_92231_transcripcion.json,MZA 2,12/01,93,
amza2_1_260112125410800_ACD_42437_transcripcion.json,MZA 2,12/01,874,4gb
amza2_1_260112133003673_ACD_56211_transcripcion.json,MZA 2,12/01,189,
amza2_1_260112142757998_ACD_53519_transcripcion.json,MZA 2,12/01,281,
amza2_1_260112144229404_ACD_96663_transcripcion.json,MZA 2,12/01,139,8gb
amza2_1_260114102722441_MIT_01993_transcripcion.json,MZA 2,14/01,999,
amza2_1_260114111749683_ACD_60157_transcripcion.json,MZA 2,14/01,183,
amza2_1_260114113130197_ACD_01987_transcripcion.json,MZA 2,14/01,64,
amza2_1_260114121712144_MIT_01997_transcripcion.json,MZA 2,14/01,639,
amza2_1_260114125850300_ACD_79483_transcripcion.json,MZA 2,14/01,94,
amza2_1_260114130923003_ACD_13861_transcripcion.json,MZA 2,14/01,113,
amza2_1_260114133805775_ACD_98047_transcripcion.json,MZA 2,14/01,63,
amza2_1_260114134449525_ACD_16437_transcripcion.json,MZA 2,14/01,367,8gb
amza2_1_260114144243528_ACD_86151_transcripcion.json,MZA 2,14/01,76,
amza2_1_260114145720722_MIT_01978_transcripcion.json,MZA 2,14/01,251,
amza2_1_260115102330691_MIT_01954_transcripcion.json,MZA 2,15/01,132,8gb
amza2_1_260115103118510_ACD_13035_transcripcion.json,MZA 2,15/01,68,
amza2_1_260115112056352_ACD_67059_transcripcion.json,MZA 2,15/01,92,8gb
amza2_1_260115113849972_ACD_27547_transcripcion.json,MZA 2,15/01,61,
amza2_1_260115115032024_ACD_70341_transcripcion.json,MZA 2,15/01,137,
amza2_1_260115115504353_ACD_84767_transcripcion.json,MZA 2,15/01,95,
amza2_1_260115124243768_ACD_77189_transcripcion.json,MZA 2,15/01,186,
amza2_1_260115124905516_ACD_87481_transcripcion.json,MZA 2,15/01,94,
amza2_1_260115125813843_ACD_16333_transcripcion.json,MZA 2,15/01,85,
amza2_1_260115141434367_ACD_66469_transcripcion.json,MZA 2,15/01,71,
amza2_1_260115141816000_ACD_79449_transcripcion.json,MZA 2,15/01,76,
amza2_1_260115142228745_ACD_92313_transcripcion.json,MZA 2,15/01,165,
amza2_1_260115142550650_ACD_02263_transcripcion.json,MZA 2,15/01,242,8gb
amza2_1_260116103612849_ACD_22965_transcripcion.json,MZA 2,16/01,66,
amza2_1_260116105158526_MIT_01955_transcripcion.json,MZA 2,16/01,829,4gb
amza2_1_260116113933901_ACD_53939_transcripcion.json,MZA 2,16/01,2075,8gb
amza2_1_260116124949648_ACD_06545_transcripcion.json,MZA 2,16/01,216,
amza2_1_260116132424018_ACD_25099_transcripcion.json,MZA 2,16/01,88,
amza2_1_260116133728521_ACD_64991_transcripcion.json,MZA 2,16/01,81,
amza2_1_260116134120645_ACD_78743_transcripcion.json,MZA 2,16/01,63,
amza2_1_260116141021290_ACD_88639_transcripcion.json,MZA 2,16/01,124,
amza2_1_260116141354853_ACD_03129_transcripcion.json,MZA 2,16/01,134,8gb
amza2_1_260116145459885_ACD_40117_transcripcion.json,MZA 2,16/01,69,
amza2_2_260116113933901_ACD_53939_transcripcion.json,MZA 2,16/01,2075,
amza30_1_260112105442730_ACD_97843_transcripcion.json,MZA 30,12/01,86,
amza30_1_260112110123872_ACD_24197_transcripcion.json,MZA 30,12/01,96,
amza30_1_260112110616028_ACD_43641_transcripcion.json,MZA 30,12/01,102,8gb
amza30_1_260112110858415_ACD_53261_transcripcion.json,MZA 30,12/01,233,
amza30_1_260112112020541_ACD_96957_transcripcion.json,MZA 30,12/01,91,
amza30_1_260112112930377_ACD_29807_transcripcion.json,MZA 30,12/01,94,
amza30_1_260112113538128_ACD_50879_transcripcion.json,MZA 30,12/01,104,
amza30_1_260112115439137_ACD_20037_transcripcion.json,MZA 30,12/01,96,
amza30_1_260112115705386_ACD_27441_transcripcion.json,MZA 30,12/01,221,
amza30_1_260112120806026_ACD_56029_transcripcion.json,MZA 30,12/01,256,
amza30_1_260112121600155_ACD_81061_transcripcion.json,MZA 30,12/01,172,8gb
amza30_1_260112135344209_ACD_33573_transcripcion.json,MZA 30,12/01,68,
amza30_1_260112141624101_ACD_15683_transcripcion.json,MZA 30,12/01,95,
amza30_1_260112143301230_ACD_69679_transcripcion.json,MZA 30,12/01,73,
amza30_1_260112143502662_ACD_75811_transcripcion.json,MZA 30,12/01,141,
amza30_1_260112143808472_ACD_84813_transcripcion.json,MZA 30,12/01,237,
amza30_1_260112144900166_ACD_15357_transcripcion.json,MZA 30,12/01,72,
amza30_1_260112145539840_ACD_34995_transcripcion.json,MZA 30,12/01,85,
amza30_1_260112145905996_ACD_43939_transcripcion.json,MZA 30,12/01,132,
amza30_1_260113100445305_MIT_01988_transcripcion.json,MZA 30,13/01,650,8gb
amza30_1_260113140542912_ACD_54497_transcripcion.json,MZA 30,13/01,70,
amza30_1_260113150010138_ACD_44025_transcripcion.json,MZA 30,13/01,165,
amza30_1_260114141202287_ACD_97079_transcripcion.json,MZA 30,14/01,64,
amza30_1_260114141404023_ACD_03697_transcripcion.json,MZA 30,14/01,201,4gb
amza30_1_260114143041796_ACD_54587_transcripcion.json,MZA 30,14/01,211,
amza30_1_260114143811103_ACD_72743_transcripcion.json,MZA 30,14/01,80,
amza30_1_260114145210901_ACD_17833_transcripcion.json,MZA 30,14/01,156,
amza30_1_260114145531032_ACD_28217_transcripcion.json,MZA 30,14/01,206,
amza30_1_260115110522760_ACD_12117_transcripcion.json,MZA 30,15/01,401,
amza30_1_260115112317268_ACD_75467_transcripcion.json,MZA 30,15/01,93,
amza30_1_260115113804435_ACD_24863_transcripcion.json,MZA 30,15/01,68,
amza30_1_260115115753044_ACD_93547_transcripcion.json,MZA 30,15/01,77,
amza30_1_260115120031059_ACD_02515_transcripcion.json,MZA 30,15/01,81,
amza30_1_260115120232524_ACD_07777_transcripcion.json,MZA 30,15/01,82,
amza30_1_260115120734770_ACD_20581_transcripcion.json,MZA 30,15/01,121,
amza30_1_260115121903241_ACD_53385_transcripcion.json,MZA 30,15/01,602,
amza30_1_260115125303433_ACD_98273_transcripcion.json,MZA 30,15/01,202,
amza30_1_260115125919372_ACD_20055_transcripcion.json,MZA 30,15/01,154,
amza30_1_260115130359479_ACD_34575_transcripcion.json,MZA 30,15/01,61,
amza30_1_260115130954980_ACD_52531_transcripcion.json,MZA 30,15/01,212,
amza30_1_260115133221758_ACD_18713_transcripcion.json,MZA 30,15/01,74,
amza30_1_260115134823513_ACD_71197_transcripcion.json,MZA 30,15/01,77,
amza30_1_260115141202779_ACD_56919_transcripcion.json,MZA 30,15/01,71,
amza30_1_260115142016129_MIT_01990_transcripcion.json,MZA 30,15/01,393,
amza30_1_260115145400425_ACD_94693_transcripcion.json,MZA 30,15/01,189,
amza30_1_260115150302722_MIT_01985_transcripcion.json,MZA 30,15/01,947,8gb
amza313_1_260112103006216_ACD_94761_transcripcion.json,MZA 313,12/01,127,
amza313_1_260112104718330_ACD_66903_transcripcion.json,MZA 313,12/01,75,
amza313_1_260112115352004_ACD_17511_transcripcion.json,MZA 313,12/01,641,
amza313_1_260112130919679_ACD_90333_transcripcion.json,MZA 313,12/01,294,4gb
amza313_1_260112134911012_ACD_17773_transcripcion.json,MZA 313,12/01,121,
amza313_1_260112141244043_ACD_02813_transcripcion.json,MZA 313,12/01,65,
amza313_1_260113111707930_ACD_87681_transcripcion.json,MZA 313,13/01,72,
amza313_1_260113112517049_ACD_12259_transcripcion.json,MZA 313,13/01,640,
amza313_1_260113115540841_ACD_00399_transcripcion.json,MZA 313,13/01,70,
amza313_1_260113124353499_ACD_94597_transcripcion.json,MZA 313,13/01,124,
amza313_1_260113124707250_ACD_00565_transcripcion.json,MZA 313,13/01,835,8gb
amza313_1_260113131214321_ACD_74763_transcripcion.json,MZA 313,13/01,321,4gb
amza313_1_260113135335089_ACD_09001_transcripcion.json,MZA 313,13/01,92,
amza313_1_260113140116923_ACD_37891_transcripcion.json,MZA 313,13/01,119,
amza313_1_260114103113025_ACD_27101_transcripcion.json,MZA 313,14/01,268,
amza313_1_260114110054613_ACD_11965_transcripcion.json,MZA 313,14/01,72,8gb
amza313_1_260114130206218_ACD_90065_transcripcion.json,MZA 313,14/01,115,
amza313_1_260114131100179_ACD_19089_transcripcion.json,MZA 313,14/01,434,4gb
amza313_1_260114143422929_ACD_62799_transcripcion.json,MZA 313,14/01,272,
amza313_1_260114144812576_ACD_04257_transcripcion.json,MZA 313,14/01,79,
amza313_1_260114145140735_ACD_15991_transcripcion.json,MZA 313,14/01,63,
amza313_1_260115104145581_MIT_01986_transcripcion.json,MZA 313,15/01,812,8gb
amza313_1_260115111434905_ACD_45793_transcripcion.json,MZA 313,15/01,204,
amza313_1_260115112428817_ACD_80387_transcripcion.json,MZA 313,15/01,286,
amza313_1_260115130324206_ACD_32987_transcripcion.json,MZA 313,15/01,116,
amza313_1_260115130645475_ACD_42879_transcripcion.json,MZA 313,15/01,405,
amza313_1_260115133318042_ACD_21579_transcripcion.json,MZA 313,15/01,107,4gb
amza313_1_260115140740519_ACD_39491_transcripcion.json,MZA 313,15/01,128,
amza313_1_260115143107658_ACD_22349_transcripcion.json,MZA 313,15/01,70,
amza313_1_260116102721991_ACD_85239_transcripcion.json,MZA 313,16/01,103,
amza313_1_260116103117703_ACD_02601_transcripcion.json,MZA 313,16/01,233,
amza313_1_260116112807573_ACD_16241_transcripcion.json,MZA 313,16/01,91,
amza313_1_260116113442479_ACD_37043_transcripcion.json,MZA 313,16/01,119,
amza313_1_260116114208623_ACD_63921_transcripcion.json,MZA 313,16/01,264,4gb
amza313_1_260116115828881_ACD_15925_transcripcion.json,MZA 313,16/01,74,
amza313_1_260116120306336_ACD_29095_transcripcion.json,MZA 313,16/01,67,
amza313_1_260116121320552_ACD_45465_transcripcion.json,MZA 313,16/01,75,
amza313_1_260116124813158_ACD_00803_transcripcion.json,MZA 313,16/01,222,
amza313_1_260116125533475_ACD_27715_transcripcion.json,MZA 313,16/01,86,
amza313_1_260116130722711_ACD_70113_transcripcion.json,MZA 313,16/01,87,
amza313_1_260116131606526_ACD_98561_transcripcion.json,MZA 313,16/01,194,
amza313_1_260116133810960_MIT_01973_transcripcion.json,MZA 313,16/01,768,4gb
amza313_1_260116143141298_ACD_60269_transcripcion.json,MZA 313,16/01,82,
amza313_1_260116144510016_ACD_05801_transcripcion.json,MZA 313,16/01,211,8gb
amza314_1_260112101442931_ACD_42445_transcripcion.json,MZA 314,12/01,119,
amza314_1_260112110256202_ACD_30015_transcripcion.json,MZA 314,12/01,85,
amza314_1_260112124712756_ACD_24115_transcripcion.json,MZA 314,12/01,80,
amza314_1_260112124929169_ACD_28901_transcripcion.json,MZA 314,12/01,234,
amza314_1_260112134445430_MIT_01952_transcripcion.json,MZA 314,12/01,121,
amza314_1_260112142701791_ACD_50031_transcripcion.json,MZA 314,12/01,166,
amza314_1_260113120117482_ACD_15487_transcripcion.json,MZA 314,13/01,62,
amza314_1_260113124204246_ACD_90999_transcripcion.json,MZA 314,13/01,62,
amza314_1_260113131953649_ACD_99637_transcripcion.json,MZA 314,13/01,65,
amza314_1_260113141116735_ACD_77873_transcripcion.json,MZA 314,13/01,95,
amza314_1_260113141713940_ACD_99601_transcripcion.json,MZA 314,13/01,126,
amza314_1_260113144736896_ACD_01895_transcripcion.json,MZA 314,13/01,74,
amza314_1_260113145321229_ACD_22209_transcripcion.json,MZA 314,13/01,134,
amza314_1_260113145720405_ACD_35765_transcripcion.json,MZA 314,13/01,240,
amza314_1_260114104250603_ACD_60249_transcripcion.json,MZA 314,14/01,309,
amza314_1_260114110542931_ACD_25371_transcripcion.json,MZA 314,14/01,159,8gb
amza314_1_260114113039859_ACD_99237_transcripcion.json,MZA 314,14/01,183,
amza314_1_260114114708080_ACD_50601_transcripcion.json,MZA 314,14/01,83,4gb
amza314_1_260114115714079_ACD_75173_transcripcion.json,MZA 314,14/01,155,
amza314_1_260114125524123_ACD_68473_transcripcion.json,MZA 314,14/01,284,
amza314_1_260114142629594_ACD_42253_transcripcion.json,MZA 314,14/01,67,
amza314_1_260114143718831_ACD_70597_transcripcion.json,MZA 314,14/01,68,
amza314_1_260115135053053_ACD_78723_transcripcion.json,MZA 314,15/01,94,15gb
amza314_1_260116102412854_ACD_73129_transcripcion.json,MZA 314,16/01,284,4gb
amza314_1_260116115540126_ACD_07495_transcripcion.json,MZA 314,16/01,64,
amza314_1_260116120445508_ACD_33303_transcripcion.json,MZA 314,16/01,142,4gb
amza314_1_260116124617812_ACD_93485_transcripcion.json,MZA 314,16/01,65,
amza314_1_260116125247946_ACD_16611_transcripcion.json,MZA 314,16/01,61,
amza314_1_260116140007638_ACD_50321_transcripcion.json,MZA 314,16/01,144,8gb
amza314_1_260116141319653_ACD_00407_transcripcion.json,MZA 314,16/01,430,30gb
amza314_1_260116142252871_ACD_32813_transcripcion.json,MZA 314,16/01,81,
amza314_1_260116144338302_ACD_00379_transcripcion.json,MZA 314,16/01,260,8gb
amza31_1_260112102658430_MIT_01988_transcripcion.json,MZA 31,12/01,1010,8gb
amza31_1_260112114003620_ACD_68215_transcripcion.json,MZA 31,12/01,134,
amza31_1_260112121216644_ACD_68813_transcripcion.json,MZA 31,12/01,71,
amza31_1_260112121534145_ACD_79681_transcripcion.json,MZA 31,12/01,64,
amza31_1_260112140454079_ACD_73463_transcripcion.json,MZA 31,12/01,265,
amza31_1_260112141427413_ACD_09041_transcripcion.json,MZA 31,12/01,86,
amza31_1_260112142023267_ACD_28003_transcripcion.json,MZA 31,12/01,170,4gb
amza31_1_260113142424090_ACD_20895_transcripcion.json,MZA 31,13/01,132,
amza31_1_260113145640230_ACD_33625_transcripcion.json,MZA 31,13/01,93,
amza31_1_260113145904708_ACD_40817_transcripcion.json,MZA 31,13/01,103,
amza31_1_260114143532159_ACD_65817_transcripcion.json,MZA 31,14/01,102,
amza31_1_260115110745509_ACD_20745_transcripcion.json,MZA 31,15/01,147,
amza31_1_260115113739312_ACD_22831_transcripcion.json,MZA 31,15/01,96,
amza31_1_260115113957097_MIT_01976_transcripcion.json,MZA 31,15/01,2109,8gb
amza31_1_260115134400706_MIT_01958_transcripcion.json,MZA 31,15/01,1238,4gb
amza31_1_260116111004786_ACD_48691_transcripcion.json,MZA 31,16/01,101,
amza31_1_260116113955016_ACD_55443_transcripcion.json,MZA 31,16/01,129,
amza31_1_260116115007853_ACD_90173_transcripcion.json,MZA 31,16/01,236,
amza31_1_260116120354368_ACD_31091_transcripcion.json,MZA 31,16/01,63,
amza31_1_260116120657852_ACD_37311_transcripcion.json,MZA 31,16/01,68,8gb
amza31_1_260116121525839_ACD_48559_transcripcion.json,MZA 31,16/01,66,
amza31_1_260116134141663_ACD_80145_transcripcion.json,MZA 31,16/01,63,
amza31_1_260116144322929_MIT_01946_transcripcion.json,MZA 31,16/01,1650,4gb
amza32_1_260112104211727_ACD_45405_transcripcion.json,MZA 32,12/01,69,
amza32_1_260112105550852_ACD_02737_transcripcion.json,MZA 32,12/01,198,4gb
amza32_1_260112110401488_ACD_33793_transcripcion.json,MZA 32,12/01,106,
amza32_1_260112110958980_ACD_57195_transcripcion.json,MZA 32,12/01,70,
amza32_1_260112111309066_ACD_69793_transcripcion.json,MZA 32,12/01,80,
amza32_1_260112113903261_ACD_64255_transcripcion.json,MZA 32,12/01,122,15gb
amza32_1_260112114721329_ACD_96445_transcripcion.json,MZA 32,12/01,199,4gb
amza32_1_260112115341138_ACD_16821_transcripcion.json,MZA 32,12/01,76,8gb
amza32_1_260112115649387_ACD_26823_transcripcion.json,MZA 32,12/01,176,8gb
amza32_1_260112120038136_ACD_37575_transcripcion.json,MZA 32,12/01,207,
amza32_1_260112120745901_ACD_55295_transcripcion.json,MZA 32,12/01,107,
amza32_1_260112121016332_ACD_62035_transcripcion.json,MZA 32,12/01,592,
amza32_1_260112142055344_ACD_29649_transcripcion.json,MZA 32,12/01,106,
amza32_1_260112142904177_ACD_57251_transcripcion.json,MZA 32,12/01,93,4gb
amza32_1_260112143230157_ACD_68095_transcripcion.json,MZA 32,12/01,172,
amza32_1_260112144001853_ACD_90133_transcripcion.json,MZA 32,12/01,65,
amza32_1_260112144259617_ACD_97969_transcripcion.json,MZA 32,12/01,71,
amza32_1_260112145103206_ACD_21029_transcripcion.json,MZA 32,12/01,181,
amza32_1_260113103711273_MIT_01964_transcripcion.json,MZA 32,13/01,585,
amza32_1_260113142603323_ACD_25935_transcripcion.json,MZA 32,13/01,172,
amza32_1_260113143138610_ACD_44543_transcripcion.json,MZA 32,13/01,210,
amza32_1_260113143955621_ACD_72421_transcripcion.json,MZA 32,13/01,75,
amza32_1_260113144646492_ACD_98557_transcripcion.json,MZA 32,13/01,132,
amza32_1_260113145730458_ACD_36367_transcripcion.json,MZA 32,13/01,91,8gb
amza32_1_260114141218288_ACD_97869_transcripcion.json,MZA 32,14/01,91,
amza32_1_260114141434206_ACD_05267_transcripcion.json,MZA 32,14/01,99,
amza32_1_260114145059576_ACD_13517_transcripcion.json,MZA 32,14/01,146,8gb
amza32_1_260114145908420_ACD_38463_transcripcion.json,MZA 32,14/01,181,8gb
amza32_1_260115111602295_ACD_50503_transcripcion.json,MZA 32,15/01,74,
amza32_1_260115113052003_MIT_01997_transcripcion.json,MZA 32,15/01,371,8gb
amza32_1_260115113926053_ACD_29573_transcripcion.json,MZA 32,15/01,825,30gb
amza32_1_260115121222573_ACD_33609_transcripcion.json,MZA 32,15/01,77,
amza32_1_260115121515247_ACD_41897_transcripcion.json,MZA 32,15/01,73,
amza32_1_260115121719803_ACD_47805_transcripcion.json,MZA 32,15/01,141,
amza32_1_260115124233745_ACD_76871_transcripcion.json,MZA 32,15/01,300,
amza32_1_260115125945502_ACD_21051_transcripcion.json,MZA 32,15/01,171,
amza32_1_260115132312145_ACD_92127_transcripcion.json,MZA 32,15/01,736,
amza32_1_260115134951798_ACD_75677_transcripcion.json,MZA 32,15/01,63,
amza32_1_260115140048271_ACD_13229_transcripcion.json,MZA 32,15/01,157,8gb
amza32_1_260115140436892_ACD_27455_transcripcion.json,MZA 32,15/01,101,
amza32_1_260115141846084_ACD_81115_transcripcion.json,MZA 32,15/01,1127,8gb
amza32_1_260115145400425_ACD_94583_transcripcion.json,MZA 32,15/01,398,
amza32_1_260116103153828_ACD_04937_transcripcion.json,MZA 32,16/01,69,
amza32_1_260116110929586_ACD_46759_transcripcion.json,MZA 32,16/01,94,
amza32_1_260116111256870_ACD_59337_transcripcion.json,MZA 32,16/01,166,
amza32_1_260116111700142_ACD_73949_transcripcion.json,MZA 32,16/01,119,
amza32_1_260116113026459_ACD_24597_transcripcion.json,MZA 32,16/01,121,
amza32_1_260116113708311_ACD_45385_transcripcion.json,MZA 32,16/01,100,
amza32_1_260116120012449_ACD_21249_transcripcion.json,MZA 32,16/01,204,
amza32_1_260116120621790_ACD_36391_transcripcion.json,MZA 32,16/01,83,
amza32_1_260116121142419_ACD_42965_transcripcion.json,MZA 32,16/01,125,
amza32_1_260116121430580_ACD_47373_transcripcion.json,MZA 32,16/01,182,
amza32_1_260116134334323_ACD_86991_transcripcion.json,MZA 32,16/01,107,
amza32_1_260116134609003_ACD_96397_transcripcion.json,MZA 32,16/01,63,
amza32_1_260116134857850_ACD_07579_transcripcion.json,MZA 32,16/01,84,
amza32_1_260116135414923_ACD_28511_transcripcion.json,MZA 32,16/01,109,
amza32_1_260116141527456_ACD_09407_transcripcion.json,MZA 32,16/01,156,
amza32_1_260116142206751_ACD_30439_transcripcion.json,MZA 32,16/01,72,
amza32_1_260116143111082_ACD_58693_transcripcion.json,MZA 32,16/01,61,
amza32_1_260116143258713_ACD_64875_transcripcion.json,MZA 32,16/01,207,
amza33_1_260112104637123_ACD_64205_transcripcion.json,MZA 33,12/01,93,
amza33_1_260112110714192_ACD_47185_transcripcion.json,MZA 33,12/01,82,
amza33_1_260112112808994_ACD_25193_transcripcion.json,MZA 33,12/01,306,
amza33_1_260112115449163_ACD_20473_transcripcion.json,MZA 33,12/01,116,
amza33_1_260112120355897_ACD_45161_transcripcion.json,MZA 33,12/01,446,4gb
amza33_1_260112135405294_ACD_35225_transcripcion.json,MZA 33,12/01,104,
amza33_1_260112142312946_ACD_37317_transcripcion.json,MZA 33,12/01,273,
amza33_1_260112144027991_ACD_91483_transcripcion.json,MZA 33,12/01,77,
amza33_1_260112144839111_ACD_14383_transcripcion.json,MZA 33,12/01,170,
amza33_1_260112145401352_ACD_29965_transcripcion.json,MZA 33,12/01,1479,8gb
amza33_1_260113140110930_ACD_37793_transcripcion.json,MZA 33,13/01,67,
amza33_1_260113140420665_ACD_48835_transcripcion.json,MZA 33,13/01,218,
amza33_1_260113141440148_ACD_91121_transcripcion.json,MZA 33,13/01,87,
amza33_1_260113144808087_ACD_03923_transcripcion.json,MZA 33,13/01,70,
amza33_1_260113145555086_ACD_30847_transcripcion.json,MZA 33,13/01,73,
amza33_1_260114141536714_ACD_08859_transcripcion.json,MZA 33,14/01,176,
amza33_1_260115113419522_ACD_12889_transcripcion.json,MZA 33,15/01,111,
amza33_1_260115113946146_ACD_31279_transcripcion.json,MZA 33,15/01,60,
amza33_1_260115124921518_ACD_87935_transcripcion.json,MZA 33,15/01,63,
amza33_1_260115125808810_ACD_15733_transcripcion.json,MZA 33,15/01,93,
amza33_1_260115130843093_ACD_49023_transcripcion.json,MZA 33,15/01,67,
amza33_1_260115131653341_ACD_73717_transcripcion.json,MZA 33,15/01,338,
amza33_1_260115133918751_ACD_41109_transcripcion.json,MZA 33,15/01,686,
amza33_1_260115140307649_ACD_21979_transcripcion.json,MZA 33,15/01,61,
amza33_1_260115143558551_ACD_39165_transcripcion.json,MZA 33,15/01,63,
amza33_1_260115143828337_ACD_46461_transcripcion.json,MZA 33,15/01,68,
amza33_1_260115144931598_ACD_80685_transcripcion.json,MZA 33,15/01,80,
amza33_1_260115145659046_ACD_03771_transcripcion.json,MZA 33,15/01,269,
amza33_1_260116120823923_ACD_39055_transcripcion.json,MZA 33,16/01,67,
amza33_1_260116140844911_ACD_82961_transcripcion.json,MZA 33,16/01,1890,8gb
amza34_1_260112110406491_ACD_34169_transcripcion.json,MZA 34,12/01,78,
amza34_1_260112120652897_ACD_52931_transcripcion.json,MZA 34,12/01,93,
amza34_1_260112125942807_ACD_60257_transcripcion.json,MZA 34,12/01,63,
amza34_1_260112133018706_ACD_57021_transcripcion.json,MZA 34,12/01,104,
amza34_1_260112133820448_ACD_85573_transcripcion.json,MZA 34,12/01,137,
amza34_1_260112143337360_ACD_71789_transcripcion.json,MZA 34,12/01,116,
amza34_1_260112143936737_ACD_88997_transcripcion.json,MZA 34,12/01,134,
amza34_1_260113102909977_MIT_01989_transcripcion.json,MZA 34,13/01,515,
amza34_1_260113104142551_ACD_69119_transcripcion.json,MZA 34,13/01,94,
amza34_1_260113120026359_ACD_13081_transcripcion.json,MZA 34,13/01,93,
amza34_1_260113124321467_ACD_93363_transcripcion.json,MZA 34,13/01,81,
amza34_1_260113142531319_ACD_24283_transcripcion.json,MZA 34,13/01,62,4gb
amza34_1_260113144813156_ACD_04377_transcripcion.json,MZA 34,13/01,178,
amza34_1_260113145519963_ACD_29143_transcripcion.json,MZA 34,13/01,105,
amza35_1_260113111415742_ACD_78117_transcripcion.json,MZA 35,13/01,119,
amza35_1_260113112544076_ACD_13599_transcripcion.json,MZA 35,13/01,76,
amza35_1_260113114636315_ACD_76227_transcripcion.json,MZA 35,13/01,147,
amza35_1_260113115902222_ACD_09441_transcripcion.json,MZA 35,13/01,75,
amza35_1_260113120431902_ACD_24099_transcripcion.json,MZA 35,13/01,114,8gb
amza35_1_260113120835985_ACD_34993_transcripcion.json,MZA 35,13/01,89,
amza35_1_260113121917914_ACD_68213_transcripcion.json,MZA 35,13/01,324,
amza35_1_260113124616113_ACD_99161_transcripcion.json,MZA 35,13/01,62,
amza35_1_260113124821383_ACD_02829_transcripcion.json,MZA 35,13/01,100,
amza35_1_260113130125481_ACD_40317_transcripcion.json,MZA 35,13/01,96,
amza35_1_260113130542521_ACD_53897_transcripcion.json,MZA 35,13/01,64,
amza35_1_260113131413642_ACD_81569_transcripcion.json,MZA 35,13/01,150,4gb
amza35_1_260113140218149_ACD_41395_transcripcion.json,MZA 35,13/01,156,
amza35_1_260113142205413_ACD_14419_transcripcion.json,MZA 35,13/01,118,8gb
amza35_1_260113142628446_ACD_27207_transcripcion.json,MZA 35,13/01,74,
amza35_1_260113142923190_ACD_36153_transcripcion.json,MZA 35,13/01,88,
