archivo,id_interaccion,agente,fecha,duracion_seg,primer_plan,planes_ofrecidos,cantidad_planes,ofrece_fibra
amza18_1_260313111549658_ACD_65853_mejorado.json,amza18_1_260313111549658_ACD_65853_mejorado.json,amza18,13/03,69.22,,,0,False
amza18_1_260313111936067_ACD_77931_mejorado.json,amza18_1_260313111936067_ACD_77931_mejorado.json,amza18,13/03,65.44,,,0,False
amza18_1_260313113046491_ACD_10279_mejorado.json,amza18_1_260313113046491_ACD_10279_mejorado.json,amza18,13/03,239.96,,,0,False
amza18_1_260313113803541_ACD_33919_mejorado.json,amza18_1_260313113803541_ACD_33919_mejorado.json,amza18,13/03,87.26,,,0,False
amza18_1_260313114015260_ACD_40689_mejorado.json,amza18_1_260313114015260_ACD_40689_mejorado.json,amza18,13/03,399.67,8gb,8gb,1,False
amza18_1_260313120600050_ACD_03041_mejorado.json,amza18_1_260313120600050_ACD_03041_mejorado.json,amza18,13/03,65.53,30gb,30gb,1,False
amza18_1_260313120740520_ACD_06365_mejorado.json,amza18_1_260313120740520_ACD_06365_mejorado.json,amza18,13/03,164.94,,,0,False
amza18_1_260313131228839_ACD_22391_mejorado.json,amza18_1_260313131228839_ACD_22391_mejorado.json,amza18,13/03,106.48,,,0,False
amza18_1_260313134324641_ACD_14245_mejorado.json,amza18_1_260313134324641_ACD_14245_mejorado.json,amza18,13/03,1335.02,8gb,"8gb, 4gb",2,False
amza18_1_260313141840024_ACD_19947_mejorado.json,amza18_1_260313141840024_ACD_19947_mejorado.json,amza18,13/03,89.76,,,0,False
amza18_1_260313144429990_ACD_80509_mejorado.json,amza18_1_260313144429990_ACD_80509_mejorado.json,amza18,13/03,636.46,8gb,"8gb, 4gb",2,False
amza18_1_260313154456809_ACD_39935_mejorado.json,amza18_1_260313154456809_ACD_39935_mejorado.json,amza18,13/03,158.25,8gb,8gb,1,False
amza18_1_260313155355269_ACD_50215_mejorado.json,amza18_1_260313155355269_ACD_50215_mejorado.json,amza18,13/03,121.5,4gb,4gb,1,False
amza18_1_260313160325943_ACD_60971_mejorado.json,amza18_1_260313160325943_ACD_60971_mejorado.json,amza18,13/03,101.13,,,0,False
amza18_1_260313164431753_ACD_10899_mejorado.json,amza18_1_260313164431753_ACD_10899_mejorado.json,amza18,13/03,81.61,,,0,False
amza18_1_260313165556830_ACD_24511_mejorado.json,amza18_1_260313165556830_ACD_24511_mejorado.json,amza18,13/03,96.53,4gb,4gb,1,False
amza18_1_260313174513798_ACD_46871_mejorado.json,amza18_1_260313174513798_ACD_46871_mejorado.json,amza18,13/03,86.84,,,0,False
amza18_1_260313181114896_ACD_73659_mejorado.json,amza18_1_260313181114896_ACD_73659_mejorado.json,amza18,13/03,81.94,,,0,False
amza18_1_260313183828534_ACD_01199_mejorado.json,amza18_1_260313183828534_ACD_01199_mejorado.json,amza18,13/03,71.82,,,0,True
amza18_1_260313183944880_ACD_02259_mejorado.json,amza18_1_260313183944880_ACD_02259_mejorado.json,amza18,13/03,136.99,,,0,False
amza18_1_260313184452539_ACD_07343_mejorado.json,amza18_1_260313184452539_ACD_07343_mejorado.json,amza18,13/03,95.87,,,0,False
amza18_1_260313184849339_ACD_11619_mejorado.json,amza18_1_260313184849339_ACD_11619_mejorado.json,amza18,13/03,216.3,,,0,False
amza18_1_260313185235291_ACD_16009_mejorado.json,amza18_1_260313185235291_ACD_16009_mejorado.json,amza18,13/03,82.67,8gb,8gb,1,False
amza18_1_260313190128592_ACD_24461_mejorado.json,amza18_1_260313190128592_ACD_24461_mejorado.json,amza18,13/03,189.12,30gb,30gb,1,False
amza18_1_260313190520167_ACD_27735_mejorado.json,amza18_1_260313190520167_ACD_27735_mejorado.json,amza18,13/03,94.5,4gb,4gb,1,False
amza18_1_260313191924934_ACD_39485_mejorado.json,amza18_1_260313191924934_ACD_39485_mejorado.json,amza18,13/03,236.99,8gb,"8gb, 4gb",2,False
amza18_1_260313192749752_MIT_01991_mejorado.json,amza18_1_260313192749752_MIT_01991_mejorado.json,amza18,13/03,1149.59,4gb,4gb,1,True
amza18_1_260314113920008_ACD_46145_mejorado.json,amza18_1_260314113920008_ACD_46145_mejorado.json,amza18,14/03,69.9,8gb,8gb,1,False
amza18_1_260314114252170_ACD_48449_mejorado.json,amza18_1_260314114252170_ACD_48449_mejorado.json,amza18,14/03,916.21,8gb,8gb,1,False
amza18_1_260314120505029_ACD_60061_mejorado.json,amza18_1_260314120505029_ACD_60061_mejorado.json,amza18,14/03,71.72,,,0,False
amza18_1_260314131359815_ACD_86407_mejorado.json,amza18_1_260314131359815_ACD_86407_mejorado.json,amza18,14/03,86.16,,,0,False
amza18_1_260314132740949_ACD_92963_mejorado.json,amza18_1_260314132740949_ACD_92963_mejorado.json,amza18,14/03,198.84,,,0,False
amza18_1_260314134208460_ACD_99691_mejorado.json,amza18_1_260314134208460_ACD_99691_mejorado.json,amza18,14/03,69.76,,,0,False
amza18_1_260314145339248_ACD_22443_mejorado.json,amza18_1_260314145339248_ACD_22443_mejorado.json,amza18,14/03,1916.26,4gb,"4gb, 8gb",2,False
amza19_1_260310101954964_MIT_01972_mejorado.json,amza19_1_260310101954964_MIT_01972_mejorado.json,amza19,10/03,538.01,8gb,"8gb, 4gb",2,True
amza19_1_260310104227189_ACD_46361_mejorado.json,amza19_1_260310104227189_ACD_46361_mejorado.json,amza19,10/03,78.72,,,0,False
amza19_1_260310105436784_ACD_76989_mejorado.json,amza19_1_260310105436784_ACD_76989_mejorado.json,amza19,10/03,80.73,,,0,False
amza19_1_260310113540417_MIT_01987_mejorado.json,amza19_1_260310113540417_MIT_01987_mejorado.json,amza19,10/03,127.34,,,0,False
amza19_1_260310121215369_ACD_60759_mejorado.json,amza19_1_260310121215369_ACD_60759_mejorado.json,amza19,10/03,977.37,4gb,"4gb, 8gb",2,True
amza19_1_260310130212653_ACD_46047_mejorado.json,amza19_1_260310130212653_ACD_46047_mejorado.json,amza19,10/03,899.69,8gb,8gb,1,False
amza19_1_260310131832325_MIT_01943_mejorado.json,amza19_1_260310131832325_MIT_01943_mejorado.json,amza19,10/03,65.05,,,0,False
amza19_1_260310132256665_ACD_92725_mejorado.json,amza19_1_260310132256665_ACD_92725_mejorado.json,amza19,10/03,146.0,,,0,False
amza19_1_260310132738905_ACD_99441_mejorado.json,amza19_1_260310132738905_ACD_99441_mejorado.json,amza19,10/03,62.95,,,0,False
amza19_1_260310134247048_ACD_35471_mejorado.json,amza19_1_260310134247048_ACD_35471_mejorado.json,amza19,10/03,75.35,,,0,True
amza19_1_260310134853729_ACD_51255_mejorado.json,amza19_1_260310134853729_ACD_51255_mejorado.json,amza19,10/03,114.14,,,0,False
amza19_1_260310135756614_ACD_75625_mejorado.json,amza19_1_260310135756614_ACD_75625_mejorado.json,amza19,10/03,86.28,8gb,"8gb, 4gb",2,False
amza19_1_260310140219874_ACD_87913_mejorado.json,amza19_1_260310140219874_ACD_87913_mejorado.json,amza19,10/03,59.69,,,0,False
amza19_1_260310144921141_ACD_08905_mejorado.json,amza19_1_260310144921141_ACD_08905_mejorado.json,amza19,10/03,81.1,8gb,8gb,1,False
amza19_1_260310170647263_ACD_50141_mejorado.json,amza19_1_260310170647263_ACD_50141_mejorado.json,amza19,10/03,202.5,,,0,False
amza19_1_260310173546382_ACD_64095_mejorado.json,amza19_1_260310173546382_ACD_64095_mejorado.json,amza19,10/03,81.67,,,0,False
amza19_1_260310181344624_ACD_13955_mejorado.json,amza19_1_260310181344624_ACD_13955_mejorado.json,amza19,10/03,66.0,8gb,8gb,1,False
amza19_1_260310181638715_ACD_17663_mejorado.json,amza19_1_260310181638715_ACD_17663_mejorado.json,amza19,10/03,120.59,,,0,False
amza19_1_260310182928567_ACD_32189_mejorado.json,amza19_1_260310182928567_ACD_32189_mejorado.json,amza19,10/03,84.12,,,0,True
amza19_1_260310183135602_ACD_34449_mejorado.json,amza19_1_260310183135602_ACD_34449_mejorado.json,amza19,10/03,75.7,8gb,8gb,1,False
amza19_1_260311090433288_MIT_01998_mejorado.json,amza19_1_260311090433288_MIT_01998_mejorado.json,amza19,11/03,79.63,,,0,False
amza19_1_260311105209647_ACD_65299_mejorado.json,amza19_1_260311105209647_ACD_65299_mejorado.json,amza19,11/03,70.96,,,0,False
amza19_1_260311112110937_ACD_40899_mejorado.json,amza19_1_260311112110937_ACD_40899_mejorado.json,amza19,11/03,73.81,,,0,False
amza19_1_260311112511050_ACD_52307_mejorado.json,amza19_1_260311112511050_ACD_52307_mejorado.json,amza19,11/03,1261.24,8gb,"8gb, 30gb, 4gb",3,False
amza19_1_260311124959736_ACD_02705_mejorado.json,amza19_1_260311124959736_ACD_02705_mejorado.json,amza19,11/03,427.76,4gb,4gb,1,False
amza19_1_260311130005918_ACD_31197_mejorado.json,amza19_1_260311130005918_ACD_31197_mejorado.json,amza19,11/03,1399.24,4gb,"4gb, 8gb",2,True
amza19_1_260311145414312_ACD_91853_mejorado.json,amza19_1_260311145414312_ACD_91853_mejorado.json,amza19,11/03,77.73,,,0,False
amza19_1_260311163336116_MIT_01977_mejorado.json,amza19_1_260311163336116_MIT_01977_mejorado.json,amza19,11/03,194.35,4gb,4gb,1,True
amza19_1_260311163817007_MIT_01981_mejorado.json,amza19_1_260311163817007_MIT_01981_mejorado.json,amza19,11/03,908.55,4gb,4gb,1,True
amza19_1_260312102616780_ACD_10927_mejorado.json,amza19_1_260312102616780_ACD_10927_mejorado.json,amza19,12/03,229.16,15gb,"15gb, 8gb, 4gb",3,False
amza19_1_260312103259440_ACD_25319_mejorado.json,amza19_1_260312103259440_ACD_25319_mejorado.json,amza19,12/03,2290.31,,,0,False
amza19_1_260312112942806_ACD_55689_mejorado.json,amza19_1_260312112942806_ACD_55689_mejorado.json,amza19,12/03,147.86,15gb,"15gb, 8gb, 4gb",3,False
amza19_1_260312114710813_ACD_00755_mejorado.json,amza19_1_260312114710813_ACD_00755_mejorado.json,amza19,12/03,73.83,,,0,False
amza19_1_260312121214118_ACD_58005_mejorado.json,amza19_1_260312121214118_ACD_58005_mejorado.json,amza19,12/03,65.58,,,0,False
amza19_1_260312131141230_ACD_38233_mejorado.json,amza19_1_260312131141230_ACD_38233_mejorado.json,amza19,12/03,450.43,4gb,4gb,1,False
amza19_1_260312132309895_ACD_67267_mejorado.json,amza19_1_260312132309895_ACD_67267_mejorado.json,amza19,12/03,153.19,15gb,"15gb, 4gb",2,False
amza19_1_260312155455080_ACD_62163_mejorado.json,amza19_1_260312155455080_ACD_62163_mejorado.json,amza19,12/03,277.98,,,0,False
amza19_1_260312160621463_ACD_75059_mejorado.json,amza19_1_260312160621463_ACD_75059_mejorado.json,amza19,12/03,116.44,,,0,False
amza19_1_260312161247219_ACD_82533_mejorado.json,amza19_1_260312161247219_ACD_82533_mejorado.json,amza19,12/03,76.17,,,0,False
amza19_1_260312161447603_ACD_84821_mejorado.json,amza19_1_260312161447603_ACD_84821_mejorado.json,amza19,12/03,178.67,,,0,True
amza19_1_260312163305609_ACD_05515_mejorado.json,amza19_1_260312163305609_ACD_05515_mejorado.json,amza19,12/03,178.59,,,0,True
amza19_1_260312172551260_ACD_34171_mejorado.json,amza19_1_260312172551260_ACD_34171_mejorado.json,amza19,12/03,60.14,,,0,False
amza19_1_260312175248272_ACD_57465_mejorado.json,amza19_1_260312175248272_ACD_57465_mejorado.json,amza19,12/03,378.0,,,0,False
amza19_1_260312180030155_ACD_65283_mejorado.json,amza19_1_260312180030155_ACD_65283_mejorado.json,amza19,12/03,109.42,,,0,False
amza19_1_260312180405540_ACD_69315_mejorado.json,amza19_1_260312180405540_ACD_69315_mejorado.json,amza19,12/03,377.97,,,0,False
amza19_1_260312181805916_ACD_82965_mejorado.json,amza19_1_260312181805916_ACD_82965_mejorado.json,amza19,12/03,180.7,4gb,4gb,1,True
amza19_1_260313101545862_MIT_01991_mejorado.json,amza19_1_260313101545862_MIT_01991_mejorado.json,amza19,13/03,578.48,,,0,True
amza19_1_260313102735581_MIT_01989_mejorado.json,amza19_1_260313102735581_MIT_01989_mejorado.json,amza19,13/03,388.04,,,0,True
amza19_1_260313104340659_MIT_01968_mejorado.json,amza19_1_260313104340659_MIT_01968_mejorado.json,amza19,13/03,1058.5,,,0,True
amza19_1_260313112106413_ACD_82255_mejorado.json,amza19_1_260313112106413_ACD_82255_mejorado.json,amza19,13/03,76.43,,,0,False
amza19_1_260313112734328_ACD_00209_mejorado.json,amza19_1_260313112734328_ACD_00209_mejorado.json,amza19,13/03,80.76,,,0,False
amza19_1_260313114608391_ACD_56507_mejorado.json,amza19_1_260313114608391_ACD_56507_mejorado.json,amza19,13/03,277.49,15gb,"15gb, 4gb",2,False
amza19_1_260313115119801_ACD_70027_mejorado.json,amza19_1_260313115119801_ACD_70027_mejorado.json,amza19,13/03,85.86,,,0,False
amza19_1_260313115947417_ACD_89817_mejorado.json,amza19_1_260313115947417_ACD_89817_mejorado.json,amza19,13/03,507.28,15gb,15gb,1,False
amza19_1_260313130219527_ACD_94789_mejorado.json,amza19_1_260313130219527_ACD_94789_mejorado.json,amza19,13/03,70.2,,,0,False
amza19_1_260313142216130_ACD_28547_mejorado.json,amza19_1_260313142216130_ACD_28547_mejorado.json,amza19,13/03,44.74,,,0,False
amza19_1_260313142356381_ACD_32277_mejorado.json,amza19_1_260313142356381_ACD_32277_mejorado.json,amza19,13/03,65.85,,,0,False
amza19_1_260313142748210_ACD_40257_mejorado.json,amza19_1_260313142748210_ACD_40257_mejorado.json,amza19,13/03,289.09,15gb,"15gb, 8gb",2,True
amza19_1_260313143727311_ACD_62733_mejorado.json,amza19_1_260313143727311_ACD_62733_mejorado.json,amza19,13/03,94.33,,,0,False
amza19_1_260313145608952_ACD_08211_mejorado.json,amza19_1_260313145608952_ACD_08211_mejorado.json,amza19,13/03,72.38,,,0,False
amza19_1_260313154335688_ACD_38643_mejorado.json,amza19_1_260313154335688_ACD_38643_mejorado.json,amza19,13/03,625.47,,,0,True
amza19_1_260313160315943_ACD_60689_mejorado.json,amza19_1_260313160315943_ACD_60689_mejorado.json,amza19,13/03,118.77,,,0,False
amza19_1_260313160837668_ACD_67079_mejorado.json,amza19_1_260313160837668_ACD_67079_mejorado.json,amza19,13/03,522.38,,,0,False
amza19_1_260313165156300_ACD_19829_mejorado.json,amza19_1_260313165156300_ACD_19829_mejorado.json,amza19,13/03,69.98,,,0,False
amza19_1_260313165351568_ACD_22057_mejorado.json,amza19_1_260313165351568_ACD_22057_mejorado.json,amza19,13/03,75.55,,,0,False
amza19_1_260313190053544_ACD_23985_mejorado.json,amza19_1_260313190053544_ACD_23985_mejorado.json,amza19,13/03,94.03,,,0,True
amza19_1_260313190318920_ACD_26055_mejorado.json,amza19_1_260313190318920_ACD_26055_mejorado.json,amza19,13/03,1857.06,8gb,"8gb, 4gb",2,True
amza19_1_260314112252246_ACD_36223_mejorado.json,amza19_1_260314112252246_ACD_36223_mejorado.json,amza19,14/03,85.0,,,0,False
amza19_1_260314114957265_ACD_52415_mejorado.json,amza19_1_260314114957265_ACD_52415_mejorado.json,amza19,14/03,59.52,,,0,False
amza19_1_260314115236476_ACD_53703_mejorado.json,amza19_1_260314115236476_ACD_53703_mejorado.json,amza19,14/03,177.73,8gb,8gb,1,False
amza19_1_260314120711157_ACD_61151_mejorado.json,amza19_1_260314120711157_ACD_61151_mejorado.json,amza19,14/03,465.07,,,0,False
amza19_1_260314125025422_ACD_73629_mejorado.json,amza19_1_260314125025422_ACD_73629_mejorado.json,amza19,14/03,72.31,,,0,False
amza19_1_260314131646937_ACD_87785_mejorado.json,amza19_1_260314131646937_ACD_87785_mejorado.json,amza19,14/03,1923.13,4gb,"4gb, 8gb",2,False
amza1_1_260309101625835_ACD_61625_mejorado.json,amza1_1_260309101625835_ACD_61625_mejorado.json,amza1,09/03,1254.35,,,0,False
amza1_1_260309105852489_ACD_99101_mejorado.json,amza1_1_260309105852489_ACD_99101_mejorado.json,amza1,09/03,181.09,8gb,8gb,1,False
amza1_1_260309111308861_ACD_43219_mejorado.json,amza1_1_260309111308861_ACD_43219_mejorado.json,amza1,09/03,129.15,8gb,8gb,1,True
amza1_1_260309114320508_ACD_36947_mejorado.json,amza1_1_260309114320508_ACD_36947_mejorado.json,amza1,09/03,72.28,,,0,False
amza1_1_260309121513255_ACD_12105_mejorado.json,amza1_1_260309121513255_ACD_12105_mejorado.json,amza1,09/03,382.34,,,0,True
amza1_1_260309130742434_ACD_07745_mejorado.json,amza1_1_260309130742434_ACD_07745_mejorado.json,amza1,09/03,155.52,8gb,8gb,1,False
amza1_1_260309131134188_ACD_19279_mejorado.json,amza1_1_260309131134188_ACD_19279_mejorado.json,amza1,09/03,119.12,,,0,False
amza1_1_260309132640154_ACD_65291_mejorado.json,amza1_1_260309132640154_ACD_65291_mejorado.json,amza1,09/03,648.49,,,0,False
amza1_1_260309134348448_ACD_17875_mejorado.json,amza1_1_260309134348448_ACD_17875_mejorado.json,amza1,09/03,62.1,,,0,False
amza1_1_260309134749545_ACD_30475_mejorado.json,amza1_1_260309134749545_ACD_30475_mejorado.json,amza1,09/03,85.56,4gb,4gb,1,False
amza1_1_260309140843891_ACD_92979_mejorado.json,amza1_1_260309140843891_ACD_92979_mejorado.json,amza1,09/03,120.47,,,0,False
amza1_1_260309141306526_ACD_04617_mejorado.json,amza1_1_260309141306526_ACD_04617_mejorado.json,amza1,09/03,73.34,,,0,False
amza1_1_260309145755213_ACD_24515_mejorado.json,amza1_1_260309145755213_ACD_24515_mejorado.json,amza1,09/03,80.28,,,0,False
amza1_1_260309180008317_ACD_72715_mejorado.json,amza1_1_260309180008317_ACD_72715_mejorado.json,amza1,09/03,130.22,4gb,4gb,1,False
amza1_1_260309182151489_ACD_06077_mejorado.json,amza1_1_260309182151489_ACD_06077_mejorado.json,amza1,09/03,338.26,8gb,8gb,1,False
amza1_1_260309185554773_ACD_48973_mejorado.json,amza1_1_260309185554773_ACD_48973_mejorado.json,amza1,09/03,268.6,4gb,4gb,1,False
amza1_1_260309191408729_ACD_75447_mejorado.json,amza1_1_260309191408729_ACD_75447_mejorado.json,amza1,09/03,181.76,,,0,False
amza1_1_260309193135664_ACD_99037_mejorado.json,amza1_1_260309193135664_ACD_99037_mejorado.json,amza1,09/03,143.27,,,0,False
amza1_1_260310102638058_ACD_07397_mejorado.json,amza1_1_260310102638058_ACD_07397_mejorado.json,amza1,10/03,86.59,,,0,False
amza1_1_260310102909311_ACD_12741_mejorado.json,amza1_1_260310102909311_ACD_12741_mejorado.json,amza1,10/03,82.62,,,0,False
amza1_1_260310114219827_ACD_97131_mejorado.json,amza1_1_260310114219827_ACD_97131_mejorado.json,amza1,10/03,178.89,,,0,False
amza1_1_260310115249910_ACD_22783_mejorado.json,amza1_1_260310115249910_ACD_22783_mejorado.json,amza1,10/03,210.57,,,0,False
amza1_1_260310120216460_ACD_43195_mejorado.json,amza1_1_260310120216460_ACD_43195_mejorado.json,amza1,10/03,97.03,,,0,False
amza1_1_260310121014999_ACD_57157_mejorado.json,amza1_1_260310121014999_ACD_57157_mejorado.json,amza1,10/03,107.93,,,0,False
amza1_1_260310121336246_ACD_63789_mejorado.json,amza1_1_260310121336246_ACD_63789_mejorado.json,amza1,10/03,139.94,,,0,False
amza1_1_260310125314771_ACD_19371_mejorado.json,amza1_1_260310125314771_ACD_19371_mejorado.json,amza1,10/03,136.3,,,0,False
amza1_1_260310125835934_MIT_01951_mejorado.json,amza1_1_260310125835934_MIT_01951_mejorado.json,amza1,10/03,1897.42,,,0,True
amza1_1_260310141515091_MIT_01988_mejorado.json,amza1_1_260310141515091_MIT_01988_mejorado.json,amza1,10/03,271.4,4gb,4gb,1,False
amza1_1_260310144056054_ACD_85361_mejorado.json,amza1_1_260310144056054_ACD_85361_mejorado.json,amza1,10/03,2101.93,4gb,4gb,1,True
amza1_1_260310165410944_ACD_38347_mejorado.json,amza1_1_260310165410944_ACD_38347_mejorado.json,amza1,10/03,286.89,,,0,False
amza1_1_260310170439810_ACD_48481_mejorado.json,amza1_1_260310170439810_ACD_48481_mejorado.json,amza1,10/03,1247.25,8gb,8gb,1,False
amza1_1_260310173733144_ACD_66197_mejorado.json,amza1_1_260310173733144_ACD_66197_mejorado.json,amza1,10/03,67.28,,,0,False
amza1_1_260310181009802_ACD_09463_mejorado.json,amza1_1_260310181009802_ACD_09463_mejorado.json,amza1,10/03,101.98,,,0,False
amza1_1_260310181653966_ACD_17879_mejorado.json,amza1_1_260310181653966_ACD_17879_mejorado.json,amza1,10/03,90.13,,,0,False
amza1_1_260310184720403_ACD_51979_mejorado.json,amza1_1_260310184720403_ACD_51979_mejorado.json,amza1,10/03,583.35,4gb,4gb,1,True
amza1_1_260311103046413_MIT_01998_mejorado.json,amza1_1_260311103046413_MIT_01998_mejorado.json,amza1,11/03,97.37,,,0,False
amza1_1_260311103906333_ACD_30153_mejorado.json,amza1_1_260311103906333_ACD_30153_mejorado.json,amza1,11/03,118.82,,,0,False
amza1_1_260311111004714_ACD_15975_mejorado.json,amza1_1_260311111004714_ACD_15975_mejorado.json,amza1,11/03,439.9,4gb,4gb,1,False
amza1_1_260311112500628_ACD_51767_mejorado.json,amza1_1_260311112500628_ACD_51767_mejorado.json,amza1,11/03,115.93,,,0,False
amza1_1_260311112833943_ACD_60833_mejorado.json,amza1_1_260311112833943_ACD_60833_mejorado.json,amza1,11/03,87.58,,,0,False
amza1_1_260311114032869_ACD_91725_mejorado.json,amza1_1_260311114032869_ACD_91725_mejorado.json,amza1,11/03,741.72,,,0,False
amza1_1_260311120149967_ACD_40043_mejorado.json,amza1_1_260311120149967_ACD_40043_mejorado.json,amza1,11/03,259.12,,,0,False
amza1_1_260311120827450_ACD_52633_mejorado.json,amza1_1_260311120827450_ACD_52633_mejorado.json,amza1,11/03,144.4,,,0,False
amza1_1_260311121853320_ACD_78135_mejorado.json,amza1_1_260311121853320_ACD_78135_mejorado.json,amza1,11/03,74.1,,,0,False
amza1_1_260311130251873_ACD_38435_mejorado.json,amza1_1_260311130251873_ACD_38435_mejorado.json,amza1,11/03,375.45,,,0,False
amza1_1_260311130944318_ACD_58305_mejorado.json,amza1_1_260311130944318_ACD_58305_mejorado.json,amza1,11/03,73.74,,,0,False
amza1_1_260311132633391_ACD_94057_mejorado.json,amza1_1_260311132633391_ACD_94057_mejorado.json,amza1,11/03,99.09,,,0,False
amza1_1_260311133235772_ACD_06965_mejorado.json,amza1_1_260311133235772_ACD_06965_mejorado.json,amza1,11/03,156.89,,,0,False
amza1_1_260311133947150_MIT_01944_mejorado.json,amza1_1_260311133947150_MIT_01944_mejorado.json,amza1,11/03,122.53,,,0,False
amza1_1_260311134731196_ACD_41095_mejorado.json,amza1_1_260311134731196_ACD_41095_mejorado.json,amza1,11/03,143.39,,,0,False
amza1_1_260311135032824_ACD_48189_mejorado.json,amza1_1_260311135032824_ACD_48189_mejorado.json,amza1,11/03,834.76,8gb,8gb,1,True
amza1_1_260311141341397_ACD_01723_mejorado.json,amza1_1_260311141341397_ACD_01723_mejorado.json,amza1,11/03,196.53,,,0,False
amza1_1_260311143058655_ACD_38969_mejorado.json,amza1_1_260311143058655_ACD_38969_mejorado.json,amza1,11/03,734.25,4gb,4gb,1,False
amza1_1_260311145711051_ACD_98607_mejorado.json,amza1_1_260311145711051_ACD_98607_mejorado.json,amza1,11/03,780.96,,,0,False
amza1_1_260312114736031_ACD_01753_mejorado.json,amza1_1_260312114736031_ACD_01753_mejorado.json,amza1,12/03,97.57,,,0,False
amza1_1_260312124527592_ACD_87351_mejorado.json,amza1_1_260312124527592_ACD_87351_mejorado.json,amza1,12/03,91.55,,,0,False
amza1_1_260312130601852_MIT_01966_mejorado.json,amza1_1_260312130601852_MIT_01966_mejorado.json,amza1,12/03,111.36,,,0,False
amza1_1_260312131336485_ACD_42711_mejorado.json,amza1_1_260312131336485_ACD_42711_mejorado.json,amza1,12/03,69.37,,,0,False
amza1_1_260312132330004_ACD_68125_mejorado.json,amza1_1_260312132330004_ACD_68125_mejorado.json,amza1,12/03,109.89,,,0,False
amza1_1_260312132732289_ACD_78337_mejorado.json,amza1_1_260312132732289_ACD_78337_mejorado.json,amza1,12/03,68.67,,,0,False
amza1_1_260312134028168_ACD_13085_mejorado.json,amza1_1_260312134028168_ACD_13085_mejorado.json,amza1,12/03,132.33,,,0,False
amza1_1_260312134621486_ACD_29307_mejorado.json,amza1_1_260312134621486_ACD_29307_mejorado.json,amza1,12/03,354.38,4gb,4gb,1,False
amza1_1_260312140436452_ACD_80819_mejorado.json,amza1_1_260312140436452_ACD_80819_mejorado.json,amza1,12/03,78.0,,,0,False
amza1_1_260312141420180_ACD_10585_mejorado.json,amza1_1_260312141420180_ACD_10585_mejorado.json,amza1,12/03,96.91,,,0,False
amza1_1_260312142208530_ACD_30867_mejorado.json,amza1_1_260312142208530_ACD_30867_mejorado.json,amza1,12/03,98.08,,,0,True
amza1_1_260312144145416_ACD_80821_mejorado.json,amza1_1_260312144145416_ACD_80821_mejorado.json,amza1,12/03,252.11,,,0,False
amza1_1_260312145049425_ACD_04601_mejorado.json,amza1_1_260312145049425_ACD_04601_mejorado.json,amza1,12/03,81.84,,,0,False
amza1_1_260313100848877_MIT_01996_mejorado.json,amza1_1_260313100848877_MIT_01996_mejorado.json,amza1,13/03,751.46,4gb,4gb,1,False
amza1_1_260313104154297_ACD_71147_mejorado.json,amza1_1_260313104154297_ACD_71147_mejorado.json,amza1,13/03,73.8,,,0,False
amza1_1_260313121524749_ACD_23983_mejorado.json,amza1_1_260313121524749_ACD_23983_mejorado.json,amza1,13/03,116.88,8gb,8gb,1,False
amza1_1_260313124646055_MIT_01972_mejorado.json,amza1_1_260313124646055_MIT_01972_mejorado.json,amza1,13/03,560.27,4gb,4gb,1,False
amza1_1_260313130510218_ACD_03177_mejorado.json,amza1_1_260313130510218_ACD_03177_mejorado.json,amza1,13/03,61.54,,,0,False
amza1_1_260313132442592_ACD_58613_mejorado.json,amza1_1_260313132442592_ACD_58613_mejorado.json,amza1,13/03,87.06,,,0,False
amza1_1_260313134219156_ACD_11009_mejorado.json,amza1_1_260313134219156_ACD_11009_mejorado.json,amza1,13/03,93.79,,,0,False
amza1_1_260313134540455_ACD_20595_mejorado.json,amza1_1_260313134540455_ACD_20595_mejorado.json,amza1,13/03,821.29,8gb,"8gb, 4gb",2,False
amza1_1_260313135919456_MIT_01998_mejorado.json,amza1_1_260313135919456_MIT_01998_mejorado.json,amza1,13/03,165.91,,,0,False
amza1_1_260313142401381_ACD_32433_mejorado.json,amza1_1_260313142401381_ACD_32433_mejorado.json,amza1,13/03,345.36,,,0,False
amza1_1_260313144611196_ACD_85005_mejorado.json,amza1_1_260313144611196_ACD_85005_mejorado.json,amza1,13/03,70.0,,,0,False
amza1_1_260313145152746_ACD_98215_mejorado.json,amza1_1_260313145152746_ACD_98215_mejorado.json,amza1,13/03,177.95,8gb,8gb,1,True
amza1_1_260313145631751_MIT_01965_mejorado.json,amza1_1_260313145631751_MIT_01965_mejorado.json,amza1,13/03,128.5,,,0,False
amza1_1_260313182554822_ACD_89445_mejorado.json,amza1_1_260313182554822_ACD_89445_mejorado.json,amza1,13/03,137.5,,,0,False
amza20_1_260310105839448_ACD_89041_mejorado.json,amza20_1_260310105839448_ACD_89041_mejorado.json,amza20,10/03,135.32,,,0,False
amza20_1_260310111758277_ACD_37251_mejorado.json,amza20_1_260310111758277_ACD_37251_mejorado.json,amza20,10/03,163.79,,,0,False
amza20_1_260310124833024_ACD_08395_mejorado.json,amza20_1_260310124833024_ACD_08395_mejorado.json,amza20,10/03,129.89,4gb,"4gb, 8gb",2,False
amza20_1_260310125108933_ACD_13669_mejorado.json,amza20_1_260310125108933_ACD_13669_mejorado.json,amza20,10/03,214.33,,,0,False
